Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
1813,Casey Benson,UO,38,28.7,2.3,3.1,0.7,0.0,0.0,2016
1814,Josh Davenport,WIN,32,19.5,4.2,1.3,0.8,0.5,0.5,2016
1815,Chicken Knowles,U of H,32,17.7,3.7,0.2,0.3,0.9,0.9,2016
1816,Galal Cancer,KSU,32,24.3,2.8,1.5,1.0,0.1,0.1,2016
1817,Bjorn Broman,WIN,32,28.2,1.9,1.9,0.8,0.0,0.0,2016
1818,Chuks Iroegbu,NIU,34,16.5,2.4,0.7,0.6,0.4,0.4,2016
1819,Marquis Cunningham,UAPB,33,15.4,3.2,0.6,0.5,1.0,1.0,2016
1820,Zach Garber,U of T,32,18.3,4.8,0.6,0.3,0.2,0.2,2016
1821,Aaron Simpson,DEP,30,23.9,2.7,1.6,0.7,0.1,0.1,2016
1822,Josh Gantz,UML,29,23.2,3.3,1.6,0.6,1.0,1.0,2016
1823,Shaheed Davis,UCF,30,19.4,4.4,0.7,0.2,0.2,0.2,2016
1824,Ishmail Wainright,BU,34,24.7,4.3,2.6,1.0,0.6,0.6,2016
1825,Mareik Isom,UALR,34,19.0,2.7,0.4,0.3,0.5,0.5,2016
1826,Jonathan Kasibabu,FU,33,19.2,5.5,0.9,0.5,1.2,1.2,2016
1827,Matt Jackson,GCU,33,19.3,3.5,1.0,0.3,0.4,0.4,2016
1828,Hakeem Baxter,UAB,33,24.3,2.8,2.1,0.5,0.3,0.3,2016
1829,Sandy Cohen III,MU,32,23.3,3.2,1.8,0.8,0.4,0.4,2016
1830,Travin Thibodeaux,UNO,30,20.1,5.7,1.1,1.1,0.5,0.5,2016
1831,Tyler Lewis,BU,29,19.1,1.5,2.8,0.7,0.0,0.0,2016
1832,Dupree McBrayer,U of M,27,22.8,2.3,2.5,1.0,0.1,0.1,2016
1833,Blake Simmons,UE,34,27.7,2.0,2.9,0.6,0.3,0.3,2016
1834,Jonathan Wade,NSU,33,16.1,2.7,0.6,0.4,0.1,0.1,2016
1835,Devonte Boykins,GSU,31,23.5,2.2,1.8,0.6,0.1,0.1,2016
1836,Rod Days,CAM,30,20.0,3.5,0.7,0.7,0.3,0.3,2016
1837,Darrick Wood,DEP,29,18.2,2.8,1.6,0.8,0.2,0.2,2016
1838,Cameron Reed,UNO,29,19.7,1.2,0.9,0.4,0.2,0.2,2016
1839,Trey Moses,BSU,35,19.2,4.3,1.7,0.3,1.0,1.0,2016
1840,Kyron Cartwright,PROV,35,24.2,2.2,4.0,0.9,0.1,0.1,2016
1841,Cameron Harvey,STET,34,20.1,1.3,0.4,0.2,0.1,0.1,2016
1842,Darrell Davis,DAY,32,19.7,2.4,1.3,0.3,0.0,0.0,2016
1843,Chris Bryant,MU,31,17.9,3.8,0.2,0.5,0.3,0.3,2016
1844,Amar Stukes,LU,31,30.8,2.3,3.2,1.3,0.1,0.1,2016
1845,Michael Zangari,ECU,31,21.4,3.8,0.7,0.3,0.2,0.2,2016
1846,Chris Wray,MSMU,30,17.6,4.1,0.6,1.1,1.1,1.1,2016
1847,Keljin Blevins,USM,29,22.3,3.4,0.7,0.4,0.2,0.2,2016
1848,Charles Buggs,U of M,28,24.1,2.8,0.6,0.6,0.5,0.5,2016
1849,Noah Blackwell,LBSU,33,20.3,1.8,2.2,0.3,0.1,0.1,2016
1850,Collin Spickerman,PSU,27,18.7,3.7,1.0,0.7,1.7,1.7,2016
1851,A.J. Turner,BC,27,27.5,3.6,1.6,0.9,0.4,0.4,2016
1852,Dominic Robb,NU,32,17.2,3.2,0.2,0.2,1.1,1.1,2016
1853,Tim Smallwood,UNO,32,16.3,2.0,0.6,0.6,0.1,0.1,2016
1854,Ore Arogundade,DU,31,23.7,4.5,0.7,0.8,0.1,0.1,2016
1855,Turner Botz,UWGB,36,19.2,3.2,0.9,0.6,0.1,0.1,2016
1856,Larry Toomey,USMA,33,24.8,5.7,2.1,0.5,0.3,0.3,2016
1857,Tonko Vuko,PAC,28,21.5,3.3,1.1,0.3,0.2,0.2,2016
1858,Ezra Talbert,LIB,32,15.6,2.3,0.2,0.2,0.2,0.2,2016
1859,Sam Burmeister,UIW,22,23.6,3.1,1.4,0.6,0.1,0.1,2016
1860,Donivine Stewart,PSU,30,30.1,2.2,3.7,1.2,0.1,0.1,2016
1861,Matt Hubbard,SCU,29,20.2,2.5,0.9,0.3,0.4,0.4,2016
1862,LaQuincy Rideau,GWU,33,15.8,2.2,2.5,2.0,0.1,0.1,2016
1863,Charles Glover,MSMU,33,21.9,2.7,1.0,0.7,0.1,0.1,2016
1864,Landen Lucas,KU,36,18.4,6.8,0.6,0.4,0.8,0.8,2016
1865,Tosin Mehinti,UAB,32,20.3,4.7,1.2,0.5,1.0,1.0,2016
1866,Marcus Freeman,CCU,28,16.7,5.5,0.2,0.3,0.9,0.9,2016
1867,Mason Ramsey,TTU,31,16.4,2.4,0.5,0.5,0.3,0.3,2016
1868,Joey McLean,JMU,31,20.0,1.4,1.7,0.5,0.1,0.1,2016
1869,Mike Kolawole,UIC,30,18.8,2.6,1.2,0.6,0.0,0.0,2016
1870,Rashaun Stimage,DEP,29,17.7,4.2,0.1,0.3,1.4,1.4,2016
1871,Amdy Fall,SFC,32,24.6,6.8,0.8,0.8,2.3,2.3,2016
1872,Emarius Logan,ASU,31,18.6,1.9,1.2,0.2,0.1,0.1,2016
1873,Evan Cooper,UHA,33,15.8,1.4,1.0,0.5,0.1,0.1,2016
1874,Corbin Kaufusi,BYU,36,16.1,4.5,0.3,0.4,1.2,1.2,2016
1875,Tevin Jackson,MSU,29,17.7,3.4,1.6,0.6,0.2,0.2,2016
1876,Nathan Ekwu,DAV,32,20.0,5.9,0.8,0.4,1.2,1.2,2016
1877,P.J. Thompson,PU,35,22.6,2.1,2.7,0.7,0.0,0.0,2016
1878,Kavon Waller,DESU,28,19.2,2.7,0.7,0.2,0.4,0.4,2016
1879,Sir Washington,EWU,33,17.7,2.8,0.8,0.6,0.1,0.1,2016
1880,Barrington Stevens III,USA,33,28.2,2.7,2.5,0.7,0.0,0.0,2016
1881,Frederic Dure,ASU,30,23.1,3.2,1.9,0.6,0.6,0.6,2016
1882,Ja'Mill Powell,EKU,27,15.8,2.1,0.6,0.5,0.2,0.2,2016
1883,Matt Husek,HC,35,17.6,2.9,1.1,0.3,0.8,0.8,2016
1884,Travis Daniels,MSU,29,23.3,4.5,0.8,0.5,0.7,0.7,2016
1885,Chris McNeal,WKU,34,28.0,4.0,3.9,0.6,0.0,0.0,2016
1886,Tanveer Bhullar,NMSU,34,18.2,5.2,0.6,0.1,0.4,0.4,2016
1887,Payton Hulsey,C of C,31,28.7,5.7,3.3,1.8,0.2,0.2,2016
1888,Danny Robison,MSU,31,21.8,3.9,0.5,0.5,0.3,0.3,2016
1889,Darreon Reddick,TSU,31,23.3,2.0,1.4,0.5,0.0,0.0,2016
1890,Vashil Fernandez,VAL,36,25.1,7.2,0.5,0.4,3.3,3.3,2016
1891,Raymond Spalding,U of L,30,17.5,4.3,0.5,0.9,0.7,0.7,2016
1892,Elijah Mitrou-Long,MSMU,30,22.9,2.5,2.2,1.1,0.1,0.1,2016
1893,Chance McSpadden,UCF,30,16.1,1.7,1.5,0.5,0.1,0.1,2016
1894,Kamari Murphy,UM,32,24.9,6.0,0.5,0.4,0.9,0.9,2016
1895,Adam Ward,NSU,31,15.8,3.6,0.3,0.5,1.0,1.0,2016
1896,Chris Sarbaugh,U of I,34,25.3,4.4,3.2,0.9,0.2,0.2,2016
1897,Walter Foster,TU,29,21.8,4.9,0.4,0.5,1.5,1.5,2016
1898,Keaton Moffitt,SDSU,33,23.3,4.4,2.0,0.8,0.2,0.2,2016
1899,Cam Miller,LIP,33,22.8,2.3,1.9,1.2,0.2,0.2,2016
1900,Bobby Moorehead,UM,33,17.7,2.0,0.6,0.2,0.1,0.1,2016
1901,Keenan Simmons,SIUE,28,21.5,4.4,0.2,0.2,1.2,1.2,2016
1902,Richard Lee,UTM,35,16.9,1.7,0.4,0.3,0.0,0.0,2016
1903,Khadeem Lattin,OU,37,22.0,5.3,0.6,0.9,2.1,2.1,2016
1904,Earl Watson,URI,32,19.2,5.2,0.2,0.3,1.0,1.0,2016
1905,Darien Fernandez,JAC,32,23.2,3.4,2.7,1.7,0.0,0.0,2016
1906,Reggie Cameron,GU,32,17.4,2.0,1.2,0.2,0.1,0.1,2016
1907,Jaylen Key,NIU,34,18.4,3.6,0.7,0.6,0.5,0.5,2016
1908,Jordan Watkins,DAV,28,21.2,2.1,1.1,0.4,0.1,0.1,2016
1909,Trey-Cary Warren,FAMU,28,15.8,4.1,0.0,0.1,0.2,0.2,2016
1910,Lance Whitaker,UIC,30,29.3,3.8,3.3,0.8,0.5,0.5,2016
1911,Dwayne Morgan,UNLV,27,19.3,4.7,0.5,0.6,0.6,0.6,2016
1912,Sammy Barnes-Thompkins,BC,27,16.9,1.6,0.7,0.6,0.2,0.2,2016
1913,Ridge Shipley,POLY,29,23.1,1.7,2.1,0.7,0.1,0.1,2016
1914,Shamar Johnson,LMU,31,20.9,4.2,1.0,0.6,0.2,0.2,2016
1915,Aaron Young,ORU,31,18.4,1.0,1.4,0.4,0.0,0.0,2016
1916,Tory Miller-Stewart,CU,33,15.8,4.6,0.2,0.3,0.4,0.4,2016
1917,McKay Cannon,WSU,35,21.4,2.0,2.7,0.9,0.0,0.0,2016
1918,Fred Thomas,MSU,31,20.3,2.9,1.0,0.3,0.4,0.4,2016
1919,Michael Ramey,USM,29,16.8,1.3,0.4,0.2,0.0,0.0,2016
1920,Shane Rillieux,NSU,34,26.8,2.0,2.8,1.4,0.1,0.1,2016
1921,Marvin Smith,USCU,32,20.6,4.5,0.8,0.3,0.2,0.2,2016
1922,Winston Grays,JMU,32,16.4,2.5,1.0,0.3,0.2,0.2,2016
1923,Jibri Blount,CSU,30,16.1,3.0,0.5,0.8,0.4,0.4,2016
1924,Jalen Henry,SIUE,28,16.0,3.4,0.5,0.2,0.9,0.9,2016
1925,Dakota Mathias,PU,35,19.0,2.2,2.3,0.3,0.1,0.1,2016
1926,Bryce Moore,WMY,31,21.3,2.2,1.3,0.6,0.1,0.1,2016
1927,Carson Shanks,UND,31,15.7,3.3,0.5,0.2,0.9,0.9,2016
1928,Ismail Ali,BGSU,34,21.1,2.1,3.8,0.8,0.3,0.3,2016
1929,Geoff Beans,FU,34,16.5,2.1,0.7,0.3,0.2,0.2,2016
1930,Joshia Gray,LSU,32,15.5,2.1,1.8,1.0,0.0,0.0,2016
1931,Nate Britt,UNC,39,15.4,1.5,1.7,0.6,0.0,0.0,2016
1932,Matt Milon,BC,30,16.6,1.4,0.5,0.3,0.1,0.1,2016
1933,Lindsey Drew,UNR,37,28.8,4.5,2.8,1.5,0.8,0.8,2016
1934,Abdoulaye Harouna,MU,33,19.1,1.8,0.4,0.8,0.2,0.2,2016
1935,Bryant Rucker,UD,31,16.4,1.1,1.5,0.5,0.0,0.0,2016
1936,Justin James,UW,31,16.6,2.1,0.8,0.3,0.4,0.4,2016
1937,Drew Urquhart,UVM,36,15.2,3.1,0.6,0.2,0.7,0.7,2016
1938,Matt Taylor,NMSU,34,25.7,3.6,2.5,0.5,0.6,0.6,2016
1939,Malik Moore,USCU,32,15.9,4.0,1.1,0.7,0.3,0.3,2016
1940,Jacob Schulte,USCU,32,17.9,2.8,0.7,0.5,0.5,0.5,2016
1941,Dusan Perovic,BU,30,16.1,2.3,0.8,0.1,0.1,0.1,2016
1942,Traci Carter,MU,33,23.9,2.5,4.6,1.4,0.2,0.2,2016
1943,Darnell Foreman,PENN,28,18.7,2.7,2.2,0.8,0.2,0.2,2016
1944,Jared Nickens,UMD,36,19.5,1.9,0.5,0.3,0.2,0.2,2016
1945,Andre Fox,HP,31,15.7,2.1,0.6,0.5,0.2,0.2,2016
1946,Preston Bungei,NSU,34,16.3,3.3,0.9,0.4,0.9,0.9,2016
1947,Dusty Baker,WSU,34,18.3,2.4,1.8,0.5,0.1,0.1,2016
1948,Caleb Crayton,HBU,34,18.6,2.8,1.1,0.4,0.1,0.1,2016
1949,Everett Clemons,ISU,32,25.9,6.2,2.8,1.1,0.0,0.0,2016
1950,Rodney Hawkins,SPC,30,18.6,4.7,0.8,0.3,0.4,0.4,2016
1951,Mitch Brewe,UCSB,33,16.1,3.2,0.6,0.5,0.3,0.3,2016
1952,Jalen Poyser,UNLV,33,16.2,2.1,1.1,0.5,0.0,0.0,2016
1953,Shembari Phillips,UT,33,16.2,1.8,1.0,0.2,0.2,0.2,2016
1954,Dakarai Tucker,U of U,36,18.6,2.4,0.7,0.4,0.4,0.4,2016
1955,Lawrence White,UCD,28,22.7,3.1,1.2,1.4,0.2,0.2,2016
1956,T.J. Shipes,GSU,30,25.8,5.1,0.2,0.7,0.8,0.8,2016
1957,Jaqawn Raymond,MTSU,35,23.7,2.1,1.8,1.0,0.1,0.1,2016
1958,Tony Wills,ISU,32,25.4,2.0,1.8,1.1,0.3,0.3,2016
1959,Zedric Sadler,RU,29,24.7,2.8,2.0,1.3,0.6,0.6,2016
1960,Mike Miklusak,WIU,23,17.3,3.3,0.9,0.4,0.3,0.3,2016
1961,Henry Brooks,WC,33,17.6,2.9,0.5,0.7,0.8,0.8,2016
1962,Rod Mills,MU,33,19.5,2.5,0.5,0.4,0.0,0.0,2016
1963,Cam Gregory,L-MD,30,18.1,5.3,0.5,0.4,0.3,0.3,2016
1964,Sidy Djitte,CLEM,31,15.1,5.2,0.3,0.6,0.6,0.6,2016
1965,Jacob Lawson,ASU,31,15.5,3.6,0.6,0.4,1.7,1.7,2016
1966,Markel Crawford,UM,33,20.0,3.2,1.4,0.8,0.2,0.2,2016
1967,Toby Hegner,CU,33,17.6,3.8,0.5,0.2,0.4,0.4,2016
1968,Will Miller,MSMU,33,19.7,1.9,0.4,0.2,0.0,0.0,2016
1969,Alex Mitola,GW,38,15.6,1.4,1.8,0.6,0.0,0.0,2016
1970,Isaac Thornton,SJSU,31,19.4,2.7,2.5,1.4,0.5,0.5,2016
1971,Gabe DeVoe,CLEM,31,19.5,2.8,1.4,0.5,0.2,0.2,2016
1972,"Michael Bethea, Jr.",GSU,31,19.0,1.9,0.6,0.9,0.1,0.1,2016
1973,Justin Cousin,RU,31,16.5,1.3,1.0,0.4,0.0,0.0,2016
1974,Junior Lomomba,PROV,35,24.4,2.5,1.9,0.4,0.0,0.0,2016
1975,Parker Jackson-Cartwright,U of A,34,21.2,1.6,3.4,0.6,0.2,0.2,2016
1976,Tyree Griffin,OSU,30,27.3,3.0,3.9,0.8,0.0,0.0,2016
1977,Seth Berger,UMass,31,19.5,3.3,0.5,0.6,0.3,0.3,2016
1978,Haiishen McIntyre,HP,32,22.2,2.4,3.3,1.6,0.1,0.1,2016
1979,Jamal Reynolds,CAN,32,18.8,4.9,1.0,0.7,0.4,0.4,2016
1980,D'Andre Wright,TU,32,17.7,3.3,0.3,0.2,0.3,0.3,2016
1981,Todd Hughes,DESU,28,16.5,2.1,0.7,0.5,0.4,0.4,2016
1982,Jimmie Taylor,UA,33,21.0,4.7,0.4,0.5,1.8,1.8,2016
1983,Trent Whiting,UAPB,33,21.1,2.8,1.5,0.7,0.5,0.5,2016
1984,Alex Fountain,HBU,33,16.0,2.7,0.7,0.3,0.4,0.4,2016
1985,Terance Mann,FSU,34,17.0,3.7,0.9,0.6,0.2,0.2,2016
1986,Austin Tilghman,MU,36,17.2,2.6,1.1,0.9,0.0,0.0,2016
1987,Anthony Fields,LIB,32,24.0,1.1,2.8,0.5,0.0,0.0,2016
1988,J.R. Lynch,UHA,32,19.4,1.5,1.1,0.8,0.0,0.0,2016
1989,Ta'Jon Welcome,NSU,28,15.6,1.5,0.9,0.3,0.1,0.1,2016
1990,"Melvin Frazier, Jr.",TU,34,19.5,3.1,0.7,0.9,0.3,0.3,2016
1991,Maurice Jeffers,UD,29,22.8,4.8,0.5,0.2,1.1,1.1,2016
1992,Simi Socks,UIW,29,15.0,2.5,0.3,0.4,0.6,0.6,2016
1993,Kemy Osse,UALR,35,16.5,2.0,0.8,0.9,0.2,0.2,2016
1994,Ruben Guerrero,USF,32,23.8,5.6,0.3,0.4,1.3,1.3,2016
1995,Nick Banyard,ISU,32,19.9,4.3,0.6,0.5,0.3,0.3,2016
1996,Langston Morris-Walker,OSU,32,16.8,2.4,0.9,0.6,0.0,0.0,2016
1997,Jelani Currie,TAMU-CC,33,23.2,3.3,1.1,0.6,0.3,0.3,2016
1998,Idris Taqqee,STBN,31,25.8,4.0,1.2,0.8,0.4,0.4,2016
1999,Horace Spencer,AU,31,18.1,4.9,0.5,0.5,2.1,2.1,2016
2000,C.J. Neumann,WC,32,29.4,7.0,1.2,0.8,0.3,0.3,2016
2001,Eddie Keith,TU,32,22.4,2.7,1.6,1.0,0.5,0.5,2016
2002,Jake Silpe,PENN,28,22.4,2.6,3.2,1.0,0.1,0.1,2016
2003,David Pekarek,FORD,30,18.0,2.0,0.6,0.3,0.4,0.4,2016
2004,Tom Capuano,MAN,31,26.6,1.7,1.9,1.4,0.0,0.0,2016
2005,Trey Davis,RICH,32,29.5,3.8,3.2,1.2,0.2,0.2,2016
2006,Manuale Watkins,U of A,32,19.7,3.0,2.1,0.8,0.1,0.1,2016
2007,Jahaad Proctor,IC,32,15.2,2.0,1.1,0.4,0.1,0.1,2016
2008,Callum Barker,BU,32,22.8,4.5,0.3,0.4,0.4,0.4,2016
2009,Josh Delaney,SHSU,33,15.1,1.5,2.2,0.5,0.0,0.0,2016
2010,Alex Long,NSU,34,16.9,3.7,0.4,0.3,1.0,1.0,2016
2011,Zacarry Douglas,CSUN,24,17.4,3.8,0.5,0.5,0.3,0.3,2016
2012,Ryan Fazekas,PROV,28,18.8,2.4,0.3,0.4,0.2,0.2,2016
2013,Dont'e Reynolds,USF,30,23.5,6.7,0.8,0.7,0.8,0.8,2016
2014,JaKeenan Gant,MU,30,15.6,3.8,0.2,0.4,1.0,1.0,2016
2015,"Kyle Allman, Jr.",CSUF,30,18.8,1.6,1.0,0.4,0.1,0.1,2016
2016,Dionte Adams,HU,32,19.3,5.7,0.6,0.4,1.2,1.2,2016
2017,John Brown,USA,32,16.2,2.1,0.9,0.6,0.4,0.4,2016
2018,Amar Alibegovic,STJ,32,15.9,2.4,0.8,0.5,0.3,0.3,2016
2019,Brent Wrapp,CSUB,33,28.5,3.6,4.2,1.2,0.3,0.3,2016
2020,Ibn Muhammad,IC,33,26.2,1.9,2.6,1.0,0.0,0.0,2016
2021,Gavin Block,OU,34,18.0,2.1,1.5,0.4,0.0,0.0,2016
2022,Johnny Hill,PU,35,17.7,2.6,2.3,1.0,0.3,0.3,2016
2023,Ayron Hutton,QU,29,18.3,2.8,1.9,0.5,0.0,0.0,2016
2024,Jaylen Johnson,U of L,31,17.5,3.5,0.5,0.3,0.3,0.3,2016
2025,Anthony Boswell,FIU,32,26.0,2.2,1.7,0.4,0.2,0.2,2016
2026,Ben Lawson,WKU,34,16.1,3.3,0.4,0.3,1.9,1.9,2016
2027,Devin Peterson,WCU,34,20.5,1.8,1.5,0.9,0.1,0.1,2016
2028,David Onuorah,COR,28,25.5,6.8,0.4,0.8,1.6,1.6,2016
2029,David Joseph,BGSU,34,20.6,2.4,2.9,1.1,0.2,0.2,2016
2030,Collin Hartman,IU,35,21.9,3.1,1.7,0.8,0.3,0.3,2016
2031,Antwon Clayton,JAC,29,21.0,4.5,0.8,1.1,0.8,0.8,2016
2032,David Humphries,LMU,29,18.2,3.3,0.9,0.6,0.0,0.0,2016
2033,"Edward Simpson, Jr.",MTSU,30,21.7,2.6,1.8,0.5,0.1,0.1,2016
2034,Matt Hauser,SCU,31,19.4,1.5,1.3,0.5,0.0,0.0,2016
2035,Quinton Stephens,GT,36,20.1,3.8,1.1,0.3,0.4,0.4,2016
2036,Ismael Sanogo,SHU,33,27.9,7.2,1.3,1.4,1.1,1.1,2016
2037,Anthony Dallier,YALE,30,19.9,3.2,1.3,0.8,0.2,0.2,2016
2038,Jacob Enevold-Jensen,DU,29,17.0,4.9,0.3,0.1,0.4,0.4,2016
2039,JoJo Fallas,COR,27,16.9,1.4,1.0,0.7,0.0,0.0,2016
2040,Max Rothschild,PENN,24,15.3,3.6,0.6,0.2,0.0,0.0,2016
2041,Ta'Jay Henry,MVSU,34,20.6,4.2,0.6,0.6,0.3,0.3,2016
2042,J.D. Paige,CSU,34,16.9,1.8,1.4,0.4,0.2,0.2,2016
2043,Alexander Larsson,UCR,33,20.5,4.0,0.3,0.1,0.6,0.6,2016
2044,Amadi Udenyi,PU,32,24.0,2.1,4.5,1.0,0.0,0.0,2016
2045,Mason Archie II,IUPUI,32,25.2,3.0,0.9,0.4,0.1,0.1,2016
2046,Josh Nebo,SFU,30,22.8,5.1,0.5,0.2,1.9,1.9,2016
2047,Quinton Forrest,BCU,30,16.5,2.7,0.6,0.7,0.2,0.2,2016
2048,Papa Ndao,SJU,30,19.9,3.2,1.0,0.5,0.5,0.5,2016
2049,Kyle Castlin,COM,30,17.6,2.5,0.8,0.3,0.2,0.2,2016
2050,Duby Okeke,WIN,29,17.1,4.8,0.2,0.3,2.5,2.5,2016
2051,Jason Todd,UP,29,20.7,2.3,1.0,0.8,0.2,0.2,2016
2052,DaJuan Coleman,SU,37,17.5,4.7,0.4,0.7,0.9,0.9,2016
2053,Laytwan Porter,NIU,34,17.4,2.3,2.3,1.1,0.1,0.1,2016
2054,Kain Harris,TU,33,15.8,1.5,0.4,0.1,0.1,0.1,2016
2055,Ben Richardson,L-IL,31,23.8,1.9,1.7,1.0,0.2,0.2,2016
2056,Kion Brown,RU,31,17.0,3.4,0.4,0.1,0.4,0.4,2016
2057,Jarrey Foster,SMU,30,17.4,3.4,1.3,0.3,0.4,0.4,2016
2058,Paul Jorgensen,GW,38,15.7,1.9,2.1,0.5,0.1,0.1,2016
2059,Olalekan Ajayi,CSUN,26,25.1,7.5,0.4,0.8,0.5,0.5,2016
2060,Stefan Jovanovic,UH,34,15.6,4.0,0.3,0.2,1.0,1.0,2016
2061,Aaren Edmead,WC,32,16.4,1.0,1.3,0.5,0.1,0.1,2016
2062,Martavious Newby,UM,30,27.8,5.4,2.4,1.4,0.2,0.2,2016
2063,Jordan Burgess,VCU,28,21.9,4.2,1.4,0.5,0.4,0.4,2016
2064,Steven Burrough,NC A&T,28,18.9,3.2,0.4,0.3,1.1,1.1,2016
2065,D.J. Ursery,PAC,28,15.1,2.4,1.4,0.6,0.1,0.1,2016
2066,Esa Ahmad,WVU,34,18.1,2.7,1.5,0.8,0.6,0.6,2016
2067,Iverson Fleming,LIU,27,20.0,1.5,1.2,0.8,0.1,0.1,2016
2068,Brandon Murphy,ISU,32,16.6,4.2,0.1,0.2,0.2,0.2,2016
2069,Bakary Konate,U of M,31,21.5,5.1,0.4,0.2,1.0,1.0,2016
2070,Tafari Whittingham,USA,30,18.4,3.6,0.2,0.4,0.7,0.7,2016
2071,Bobby Ahearn,BU,29,16.3,3.5,0.6,0.2,0.2,0.2,2016
2072,Chris Robinson,SHU,23,20.7,3.7,0.7,0.3,0.1,0.1,2016
2073,Jack McVeigh,UNL,34,17.0,2.6,1.0,0.4,0.1,0.1,2016
2074,Asad Lamot,UNCG,34,22.4,1.8,0.6,0.5,0.1,0.1,2016
2075,Seth Dugan,WMY,32,16.1,4.1,0.9,0.1,0.6,0.6,2016
2076,Austin White,HP,32,15.2,1.3,0.8,0.5,0.0,0.0,2016
2077,Christian Cunningham,JSU,25,19.1,4.4,0.3,0.3,1.8,1.8,2016
2078,Sean Hoehn,SHU,30,22.6,1.8,1.9,0.9,0.0,0.0,2016
2079,Benny Parker,UNL,34,25.8,2.3,2.2,1.1,0.1,0.1,2016
2080,Troy Reid-Knight,UM,29,18.3,2.2,1.3,0.7,0.0,0.0,2016
2081,Troy Whiteside,COR,28,18.9,2.1,1.0,0.8,0.0,0.0,2016
2082,Curtis Oakley,BU,28,16.6,2.5,0.8,0.2,0.0,0.0,2016
2083,Garland Owens,BC,32,21.9,3.3,1.3,0.5,0.3,0.3,2016
2084,Prentiss Nixon,CSU,31,15.7,1.7,1.2,0.1,0.0,0.0,2016
2085,Jessie Hill,FAU,30,18.3,2.7,0.4,0.2,0.7,0.7,2016
2086,Xavier Talton,CU,34,20.5,2.5,1.9,0.7,0.1,0.1,2016
2087,Cody Wichmann,UWM,33,15.4,2.0,0.8,0.4,0.1,0.1,2016
2088,Nik Biberaj,ODU,36,19.6,3.3,1.1,0.4,0.7,0.7,2016
2089,Kealen Washington-Ives,RU,32,18.2,1.8,1.9,0.7,0.0,0.0,2016
2090,Charlie Jones,AU,31,21.7,3.3,1.2,1.1,0.5,0.5,2016
2091,Jordon Granger,AU,31,21.5,2.3,0.6,0.6,0.5,0.5,2016
2092,Tanner Morgan,UNC,31,19.3,4.3,0.7,0.4,0.2,0.2,2016
2093,BeeJay Anya,NCST,33,23.4,5.3,0.5,0.5,2.2,2.2,2016
2094,Iman Johnson,SU,33,20.8,4.5,1.2,1.3,0.4,0.4,2016
2095,Tyson Smith,L-IL,25,17.0,1.2,1.0,0.5,0.2,0.2,2016
2096,Jure Span,USCU,32,22.3,1.9,3.1,0.6,0.3,0.3,2016
2097,Jalyn Patterson,LSU,28,22.0,1.4,1.6,1.2,0.0,0.0,2016
2098,Nick Masterson,KENN,31,22.5,1.7,1.2,0.5,0.3,0.3,2016
2099,Cameron Jones,SPC,30,17.6,2.0,0.3,0.5,0.1,0.1,2016
2100,D.J. Muepo-Kelly,USA,32,15.9,3.9,0.4,0.9,0.9,0.9,2016
2101,Jake Pemberton,UD,31,27.3,2.7,2.7,1.5,0.2,0.2,2016
2102,"L.J. Livingston, Jr.",MU,31,15.3,3.5,0.0,0.1,0.9,0.9,2016
2103,Michael Jacobson,UNL,34,18.3,4.3,0.5,0.6,0.8,0.8,2016
2104,Ryan Majerle,GCU,34,15.4,1.2,0.5,0.2,0.2,0.2,2016
2105,Anthony Roberson,TSU,29,21.4,5.0,0.7,0.7,0.6,0.6,2016
2106,Everett Osborne,UTRGV,29,16.8,2.6,0.9,0.6,0.1,0.1,2016
2107,Juwan Major,SUU,29,20.5,2.2,1.2,0.7,0.4,0.4,2016
2108,Tyler Singleton,UIW,26,17.5,1.7,1.4,0.5,0.0,0.0,2016
2109,Isaiah Wilkins,UVA,37,21.4,4.1,1.5,0.8,0.8,0.8,2016
2110,Jonah Bolden,UCLA,31,21.7,4.8,1.1,0.7,0.9,0.9,2016
2111,Caleb Donnelly,NU,32,20.4,1.7,0.8,0.2,0.0,0.0,2016
2112,Steven Wronkoski,LA,34,18.1,2.1,0.6,0.4,0.1,0.1,2016
2113,Xavier Richards,TSU,30,15.4,3.0,0.7,0.5,0.5,0.5,2016
2114,Chris Thomas,SUBR,35,16.9,3.6,0.4,0.5,0.3,0.3,2016
2115,Jordan Lauf,U of T,32,24.2,3.8,1.3,0.7,0.1,0.1,2016
2116,T.J. Henderson,IUPUI,32,16.3,1.7,1.1,0.9,0.1,0.1,2016
2117,Thomas Rivera,UMES,29,21.9,1.9,3.4,1.0,0.1,0.1,2016
2118,Isaac McGlone,EKU,31,28.3,1.7,1.8,1.3,0.1,0.1,2016
2119,Emmanuel Chibuogwu,SEA,31,20.4,3.1,0.9,0.5,0.2,0.2,2016
2120,Kimbal Mackenzie,BU,31,15.6,1.2,1.6,0.5,0.1,0.1,2016
2121,Reuben King,CSU,30,15.3,3.9,0.9,0.5,0.2,0.2,2016
2122,Demajeo Wiggins,BGSU,32,15.6,4.4,0.1,0.2,0.5,0.5,2016
2123,Kenny Wormley,SC,34,20.6,2.6,1.8,0.6,0.1,0.1,2016
