Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
1501,Iba Camara,UNH,33,22.2,8.6,0.8,0.4,0.5,0.5,2016
1502,Riley Norris,UA,33,28.2,5.3,0.7,0.8,0.2,0.2,2016
1503,Jamal Shabazz,SU,33,23.0,3.5,0.5,0.5,0.5,0.5,2016
1504,Tyler Livingston,UML,25,18.7,3.0,0.8,0.4,0.2,0.2,2016
1505,Donte Ingram,L-IL,32,25.9,4.1,0.8,0.4,0.2,0.2,2016
1506,Kyle Thomas,MSU,30,20.4,2.9,0.4,0.4,0.6,0.6,2016
1507,Eric Davis,UT,33,20.4,2.4,0.6,0.4,0.0,0.0,2016
1508,Markis McDuffie,WSU,34,18.5,3.3,0.7,0.8,0.2,0.2,2016
1509,Andrew Drone,RU,32,19.5,4.1,0.5,0.2,0.7,0.7,2016
1510,DeAndre Davis,ASU,30,18.4,4.5,0.3,0.5,0.7,0.7,2016
1511,Derric Jean,LTU,33,21.5,3.0,2.2,1.0,0.2,0.2,2016
1512,Terrence Smith,NJIT,28,20.9,4.2,0.8,0.4,0.2,0.2,2016
1513,Donovan Mitchell,U of L,31,19.1,3.4,1.7,0.8,0.1,0.1,2016
1514,Anthony Vanhook,CHAR,29,24.4,4.2,2.8,0.9,0.3,0.3,2016
1515,A.J. Avery,WMY,32,24.6,5.9,0.7,0.7,0.7,0.7,2016
1516,Tacko Fall,UCF,30,17.6,5.9,0.3,0.1,2.3,2.3,2016
1517,Abdulai Bundu,QU,30,23.2,6.6,0.3,0.2,0.4,0.4,2016
1518,Klint Carlson,UNI,33,22.1,3.6,0.7,0.7,0.2,0.2,2016
1519,Miguel Dicent,MSU,31,19.1,2.1,1.4,0.5,0.2,0.2,2016
1520,Darryl Palmer,SCSU,34,24.7,5.8,0.9,0.5,1.4,1.4,2016
1521,Shayok M. Shayok,UMKC,26,23.5,5.2,0.4,0.7,0.5,0.5,2016
1522,Dee Oldham,UTC,35,19.5,4.8,1.1,0.9,0.1,0.1,2016
1523,Jito Kok,USD,30,23.5,4.6,0.9,0.1,2.5,2.5,2016
1524,Jalen Adams,UConn,36,23.2,2.6,2.4,1.1,0.4,0.4,2016
1525,Marlain Veal,SELU,33,21.6,2.3,3.0,1.2,0.1,0.1,2016
1526,Jalen Chapman,WIU,27,17.5,3.5,0.5,0.9,0.7,0.7,2016
1527,Olin Carter III,USD,30,25.5,2.7,1.5,0.6,0.2,0.2,2016
1528,Malik Ellison,STJ,24,21.3,2.5,2.6,0.4,0.1,0.1,2016
1529,Mike Tobey,UVA,37,15.7,4.4,0.4,0.3,0.6,0.6,2016
1530,Arkadiy Mkrtychyan,U of I,31,18.6,3.8,0.7,0.6,0.1,0.1,2016
1531,Grant Lozoya,STET,31,21.1,2.5,1.6,0.9,0.2,0.2,2016
1532,Justin Robinson,VT,35,23.2,1.8,2.8,0.6,0.1,0.1,2016
1533,Marvin Prochet,NU,32,27.4,5.4,0.9,0.6,0.8,0.8,2016
1534,Gabe Taylor,UP,32,20.8,4.1,0.5,0.4,0.6,0.6,2016
1535,Ryan Oliver,SC,34,24.3,2.9,1.3,0.4,0.0,0.0,2016
1536,Mitchell Wilbekin,WF,31,28.2,2.0,1.4,0.6,0.0,0.0,2016
1537,Malik Pope,SDSU,38,21.3,5.0,0.8,0.2,0.8,0.8,2016
1538,Taylor Dyson,UHA,28,19.3,2.2,0.6,0.5,0.1,0.1,2016
1539,Basil Thompson,SFU,28,17.5,4.1,0.5,0.2,0.5,0.5,2016
1540,Jourdan Grant,UMBC,32,24.3,3.0,2.4,1.3,0.1,0.1,2016
1541,Yankuba Sima,STJ,25,23.4,5.7,1.2,0.6,2.4,2.4,2016
1542,Bryan Sekunda,SB,25,20.0,1.6,1.4,0.4,0.0,0.0,2016
1543,George Brammeier,LIP,33,17.4,4.1,0.7,0.2,0.5,0.5,2016
1544,Rashad Smith,TU,30,21.1,4.2,1.2,0.7,0.6,0.6,2016
1545,Darius Austin,UMKC,30,25.4,4.5,1.5,0.8,0.4,0.4,2016
1546,Rashaun Madison,NCCU,31,23.5,1.5,1.1,1.1,0.0,0.0,2016
1547,Lucas O'Brien,UTSA,31,22.6,3.6,0.6,0.6,0.5,0.5,2016
1548,Caleb Homesley,LIB,32,20.0,3.4,1.3,0.8,0.4,0.4,2016
1549,Kameron Edwards,PU,32,24.2,4.2,1.2,0.8,0.3,0.3,2016
1550,Collin Stewart,MU,36,16.5,2.4,0.6,0.5,0.4,0.4,2016
1551,Nick Rutherford,FAU,33,26.2,2.9,3.5,1.5,0.3,0.3,2016
1552,Wesley Gordon,CU,34,27.9,7.6,1.3,0.4,2.0,2.0,2016
1553,Travis Munnings,ULM,34,25.9,5.4,1.4,0.9,0.3,0.3,2016
1554,Brandon Conley,ORU,30,19.7,5.4,1.1,0.3,0.6,0.6,2016
1555,"Kwan Cheatham, Jr.",AKR,35,22.5,4.9,1.6,0.2,1.0,1.0,2016
1556,Chris Chiozza,UF,36,23.8,2.9,4.3,1.1,0.1,0.1,2016
1557,Zane Najdawi,CIT,32,18.5,4.2,0.4,0.8,1.8,1.8,2016
1558,Donovan Smith,QU,30,18.9,5.8,0.6,0.4,1.8,1.8,2016
1559,Tyler Stone,HU,30,26.0,5.7,0.4,0.5,0.7,0.7,2016
1560,Justin Tillman,VCU,36,16.5,6.1,0.2,0.3,0.5,0.5,2016
1561,Ojai Black,TSU,31,31.3,2.2,3.9,1.3,0.3,0.3,2016
1562,LaRon Smith,BCU,32,25.4,6.9,0.6,0.3,3.0,3.0,2016
1563,Sidney Umude,YSU,27,17.4,3.1,0.7,0.6,0.4,0.4,2016
1564,Rasheed Worrell,BGSU,34,20.0,4.6,0.5,0.2,0.9,0.9,2016
1565,Dusan Ristic,U of A,34,16.5,3.8,0.8,0.1,0.7,0.7,2016
1566,David Crisp,UW,34,21.4,2.4,1.6,0.8,0.1,0.1,2016
1567,Lis Shoshi,UALR,35,22.7,5.3,0.8,0.2,1.1,1.1,2016
1568,Karim York,PVAMU,28,20.6,4.1,0.6,0.3,0.5,0.5,2016
1569,Karviar Shepherd,TCU,29,20.5,5.2,0.8,0.5,0.7,0.7,2016
1570,Paul Jackson,EKU,30,27.2,2.0,5.0,0.8,0.1,0.1,2016
1571,Justin Seymour,MSU,30,23.8,3.0,1.6,0.9,0.2,0.2,2016
1572,Corbin Miller,HAR,30,24.6,1.8,1.3,0.6,0.1,0.1,2016
1573,Jalen Jenkins,GMU,32,21.4,5.5,0.6,0.5,0.8,0.8,2016
1574,Kassoum Yakwe,STJ,26,23.4,5.3,0.4,0.7,2.5,2.5,2016
1575,Quinton Everett,MSU,29,22.3,5.2,1.3,1.0,0.5,0.5,2016
1576,Gentrey Thomas,UCR,29,22.3,3.9,1.6,0.6,0.1,0.1,2016
1577,Max Guercy,RU,32,33.6,2.8,5.7,0.9,0.0,0.0,2016
1578,Jerome Segura,FU,32,29.8,3.0,5.0,0.9,0.0,0.0,2016
1579,Marcus Derrickson,GU,32,21.8,4.5,1.1,0.4,0.6,0.6,2016
1580,Ede Egharevba,NC A&T,32,17.9,3.6,0.7,0.8,0.3,0.3,2016
1581,Connor Lammert,UT,33,28.5,5.3,0.9,0.6,0.4,0.4,2016
1582,Derryck Thornton,DUKE,36,26.0,1.8,2.5,0.8,0.2,0.2,2016
1583,Ya Ya Anderson,RU,26,27.4,2.6,1.5,0.5,0.0,0.0,2016
1584,Jovan Crnic,ACU,31,20.6,2.5,2.5,0.7,0.1,0.1,2016
1585,T.J. Lang,AU,31,24.9,2.1,0.6,0.5,0.0,0.0,2016
1586,Tre'Shaun Fletcher,CU,34,19.6,2.4,1.1,0.4,0.2,0.2,2016
1587,Anthony Thompson,HC,35,32.4,2.5,2.5,1.1,0.0,0.0,2016
1588,Chris Jenkins,NJIT,28,17.2,0.8,0.3,0.4,0.0,0.0,2016
1589,Biggie Minnis,WRST,29,22.8,2.9,3.2,0.9,0.2,0.2,2016
1590,Donte Pretlow,MSU,30,29.7,3.0,4.1,1.3,0.0,0.0,2016
1591,Cody Schwartz,SJSU,31,24.1,2.7,1.0,0.5,0.2,0.2,2016
1592,Jalen Lindsey,PROV,33,26.1,4.4,0.7,0.5,0.1,0.1,2016
1593,Rodell Wigginton,UB,33,17.8,5.3,0.7,0.5,0.5,0.5,2016
1594,Joe Kilgore,TAMU-CC,33,19.2,2.6,1.0,0.5,0.6,0.6,2016
1595,Tonny Trocha-Morelos,TAMU,37,17.4,4.3,1.0,0.4,0.6,0.6,2016
1596,Admon Gilder,TAMU,37,20.4,2.3,1.4,0.9,0.1,0.1,2016
1597,Phil Booth,VILL,40,21.9,2.1,2.1,0.8,0.1,0.1,2016
1598,Jordan Bell,UO,30,21.2,5.4,1.3,1.1,1.7,1.7,2016
1599,Jeff Lowery,UCA,27,24.9,2.0,2.9,1.0,0.1,0.1,2016
1600,Justin Graham,UHA,30,25.5,1.9,2.0,1.2,0.0,0.0,2016
1601,Mark Tollefsen,U of A,34,21.9,3.0,1.3,0.4,0.6,0.6,2016
1602,Tyler Smithpeters,SIU,32,23.9,2.9,1.9,1.1,0.1,0.1,2016
1603,Anthony Perez,UM,31,23.3,4.1,1.0,0.6,0.3,0.3,2016
1604,Alex Ramon,CU,30,22.9,3.0,1.5,0.6,0.2,0.2,2016
1605,Eric McGill,SEMO,27,27.4,2.4,1.9,1.4,0.0,0.0,2016
1606,Taylor Johnson,DART,25,19.2,2.5,1.4,0.6,0.1,0.1,2016
1607,Grant Fiorentinos,SIUE,25,16.2,3.4,0.4,0.4,0.1,0.1,2016
1608,Lyonell Gaines,MSU,37,19.2,4.1,0.7,0.5,0.1,0.1,2016
1609,Darren Payen,UVM,37,18.8,4.4,0.2,0.3,0.9,0.9,2016
1610,Riley LaChance,VU,33,24.8,2.4,2.5,0.6,0.0,0.0,2016
1611,Chris Burgess,ASU,31,21.1,1.2,2.2,0.5,0.0,0.0,2016
1612,Brett Bailey,USD,30,24.1,4.8,1.3,0.5,0.4,0.4,2016
1613,Jacob Lampkin,PAC,28,21.3,4.8,1.0,0.3,0.2,0.2,2016
1614,Keonta Vernon,GCU,34,18.6,5.5,0.5,0.6,0.5,0.5,2016
1615,Ryan Jones,UML,29,20.1,1.5,1.0,0.6,0.1,0.1,2016
1616,Zach Rufer,LC,28,24.5,3.5,1.8,1.2,0.1,0.1,2016
1617,Zach Braxton,WSU,34,20.6,4.1,0.5,0.3,0.6,0.6,2016
1618,Taylor Danaher,MSMU,33,18.6,4.2,0.4,0.4,1.1,1.1,2016
1619,Malik Thames,UCR,31,26.3,2.5,2.9,0.8,0.2,0.2,2016
1620,Bernard Morena,KENN,31,21.5,4.1,1.6,0.6,0.9,0.9,2016
1621,DeSean Parsons,PSU,30,17.1,2.8,1.2,0.7,0.3,0.3,2016
1622,Ben Wilson,ISU,29,31.8,6.0,2.2,0.7,0.2,0.2,2016
1623,Jorge Bilbao,UTA,35,24.4,7.1,1.6,0.7,0.5,0.5,2016
1624,Malik Dime,UW,34,21.1,5.6,0.1,0.4,2.5,2.5,2016
1625,Will Weeks,UNCA,33,24.9,4.3,1.8,1.1,0.1,0.1,2016
1626,Kevin Bleeker,CAN,33,21.7,5.0,1.0,0.4,0.9,0.9,2016
1627,Conner Avants,UND,33,19.5,3.2,0.3,0.5,0.2,0.2,2016
1628,Felix Balamou,STJ,26,22.7,3.3,2.4,0.7,0.2,0.2,2016
1629,Kevin Dorsey,U of M,26,18.6,2.3,1.4,0.5,0.2,0.2,2016
1630,Khalil Alford,RU,32,19.4,3.0,0.8,0.2,0.5,0.5,2016
1631,Chandler Hutchison,BSU,31,19.8,4.1,1.3,0.7,0.4,0.4,2016
1632,Kyle Steward,UMKC,31,21.0,3.9,0.6,0.6,0.4,0.4,2016
1633,Mark Gray,GSU,31,26.8,4.5,0.5,0.5,0.2,0.2,2016
1634,Kenneth Lowe,UWGB,36,21.3,3.9,1.1,1.0,1.2,1.2,2016
1635,"James Ford, Jr.",QU,30,27.9,3.9,1.6,0.7,0.1,0.1,2016
1636,"Gary Williams, Jr.",SJSU,30,15.1,2.3,1.3,0.5,0.1,0.1,2016
1637,Lester Wilson,ETSU,35,17.2,2.8,0.5,0.4,0.1,0.1,2016
1638,Jessie Govan,GU,33,17.6,4.1,0.8,0.4,1.0,1.0,2016
1639,Kenny Carpenter,CSU,32,20.5,2.8,1.5,0.7,0.2,0.2,2016
1640,Jazz Johnson,UP,32,16.5,1.1,1.2,0.6,0.0,0.0,2016
1641,"Reginald Johnson, Jr.",ASU,30,17.2,2.8,0.5,0.2,0.1,0.1,2016
1642,Francois Lewis,FAMU,29,22.2,3.6,0.4,0.6,0.3,0.3,2016
1643,T.J. Williams,NU,28,23.4,2.0,2.7,0.7,0.1,0.1,2016
1644,Thomas Bruce,BU,26,27.5,5.0,0.8,0.5,1.0,1.0,2016
1645,Shaquille Morris,WSU,34,15.6,3.6,0.4,0.3,1.0,1.0,2016
1646,Matty McConnell,RMU,29,29.7,2.4,2.3,2.0,0.2,0.2,2016
1647,J.D. Miller,TCU,33,19.4,4.3,0.6,0.8,0.5,0.5,2016
1648,P.J. Dozier,USC,34,19.0,3.0,2.1,1.0,0.4,0.4,2016
1649,Nick Victor,YALE,30,28.4,7.2,2.4,0.7,1.3,1.3,2016
1650,DaQuan Jeffries,ORU,29,20.3,4.4,0.8,0.6,0.6,0.6,2016
1651,Zach Brown,WSU,35,19.2,2.9,0.9,0.8,0.4,0.4,2016
1652,Solomon Poole,FAU,28,19.2,2.1,1.5,0.7,0.1,0.1,2016
1653,Lucas Woodhouse,SB,31,26.5,2.6,3.6,1.0,0.0,0.0,2016
1654,Darius Perkins,USU,31,24.5,2.2,1.8,0.5,0.1,0.1,2016
1655,Eric Katenda,UNT,31,16.9,3.6,0.2,0.5,0.7,0.7,2016
1656,Nick Havener,BU,34,20.7,6.1,1.3,1.1,1.2,1.2,2016
1657,Levi Bradley,NIU,34,16.0,3.5,0.4,0.4,0.3,0.3,2016
1658,Vinny Zollo,CSU,29,22.1,5.7,1.1,0.5,0.4,0.4,2016
1659,Ryan Richardson,WSU,29,19.8,1.8,1.2,0.7,0.1,0.1,2016
1660,Lonnie Jackson,BSU,32,21.3,1.8,1.5,0.5,0.0,0.0,2016
1661,Jervon Pressley,HU,28,20.6,6.0,0.6,0.1,1.7,1.7,2016
1662,Ryan Kreklow,MSU,28,21.3,2.2,1.2,0.8,0.2,0.2,2016
1663,Ed Drew,PC,31,19.5,4.7,0.4,0.4,0.1,0.1,2016
1664,Sam Beeler,UCSB,33,19.0,4.6,0.6,0.2,0.7,0.7,2016
1665,Jahlil Nails,CCSU,27,19.8,2.0,0.4,0.3,0.0,0.0,2016
1666,Adam McDermott,UND,32,22.7,2.3,0.5,0.6,0.0,0.0,2016
1667,Justin Satchell,NU,32,19.2,3.9,0.6,0.5,0.2,0.2,2016
1668,Quinton Campbell,USM,29,22.8,3.3,1.0,0.4,0.1,0.1,2016
1669,Josh Williams,AKR,34,18.8,2.5,1.4,0.4,0.1,0.1,2016
1670,Marquel Curtis,TU,31,25.0,4.2,2.2,0.8,0.2,0.2,2016
1671,Stephan Holm,MSU,25,18.0,2.3,0.6,0.4,0.1,0.1,2016
1672,Eric Childress,UCSB,33,26.8,3.8,4.3,1.2,0.2,0.2,2016
1673,Andre Spight,ASU,27,19.5,0.9,1.3,0.5,0.0,0.0,2016
1674,Obij Aget,UNM,32,22.6,5.7,0.3,0.2,1.2,1.2,2016
1675,Brandon Swannegan,TU,32,19.6,3.9,0.2,0.4,0.9,0.9,2016
1676,Marcus Harris,USD,26,25.5,2.3,0.7,0.8,0.1,0.1,2016
1677,Christopher Brady,MU,36,18.2,5.9,0.2,0.6,1.2,1.2,2016
1678,Silas Melson,GU,36,21.7,2.6,0.8,0.6,0.2,0.2,2016
1679,Lincoln Davis,LU,30,19.6,2.7,1.5,0.9,0.3,0.3,2016
1680,Cam Reynolds,TU,30,20.6,3.4,0.6,0.6,0.2,0.2,2016
1681,DeAndre Abram,GMU,32,20.6,2.9,0.2,0.2,0.4,0.4,2016
1682,Ty Egbert,U of I,27,17.9,3.9,0.4,0.3,0.8,0.8,2016
1683,Albert Almanza,SHSU,34,21.8,4.1,1.0,0.4,0.1,0.1,2016
1684,Skal Labissiere,UK,36,15.8,3.1,0.3,0.2,1.6,1.6,2016
1685,Yettra Specks,JSU,36,30.1,2.1,2.6,1.0,0.0,0.0,2016
1686,Nura Zanna,LIU,31,21.1,5.8,0.3,0.6,0.3,0.3,2016
1687,Tim Abruzzo,USNA,30,19.6,3.3,1.0,1.2,0.3,0.3,2016
1688,Austin Cooke,ACU,30,19.2,3.7,0.6,0.5,0.1,0.1,2016
1689,Ethan Stair,MER,34,24.2,4.2,1.1,0.6,0.2,0.2,2016
1690,Leo Goodman,STET,34,16.1,2.2,0.4,0.4,0.1,0.1,2016
1691,Janarius Middleton,JSU,36,21.6,5.1,1.1,0.4,0.6,0.6,2016
1692,Pete Miller,PRIN,29,21.0,6.1,1.5,0.4,1.2,1.2,2016
1693,Steve Rogers,ASU,31,24.1,1.7,1.1,0.6,0.2,0.2,2016
1694,Timajh Dyquan Parker Rivera,TU,33,25.3,6.5,1.2,0.9,1.2,1.2,2016
1695,Sherron Dorsey-Walker,OU,35,24.5,5.0,1.4,0.8,0.1,0.1,2016
1696,Dominik Olejniczak,DU,30,16.4,4.1,0.3,0.2,0.7,0.7,2016
1697,Jason Richardson,CSUN,30,19.5,1.8,2.4,0.7,0.0,0.0,2016
1698,Aubrey Dawkins,UM,36,15.8,2.5,0.5,0.4,0.1,0.1,2016
1699,David Skara,VAL,29,19.7,3.1,1.5,0.3,0.3,0.3,2016
1700,Trevor Thompson,OSU,35,17.9,5.1,0.2,0.3,1.2,1.2,2016
1701,Nick Zeisloft,IU,35,20.1,1.6,0.8,0.2,0.1,0.1,2016
1702,Kyle Dranginis,GU,36,31.2,4.5,3.1,1.0,0.3,0.3,2016
1703,Nate Sherwood,U of I,34,22.2,3.8,0.6,0.2,0.2,0.2,2016
1704,Dana Raysor,DESU,30,19.3,2.2,0.8,0.6,0.1,0.1,2016
1705,Nick Daniels,OU,35,20.3,2.4,1.6,0.7,0.0,0.0,2016
1706,Roschon Prince,LBSU,35,18.5,3.5,0.5,0.5,0.2,0.2,2016
1707,Brett Wishon,LIP,33,17.2,3.0,1.4,0.2,0.3,0.3,2016
1708,Terrance LeFlore,ASU,31,19.3,1.8,1.9,0.6,0.1,0.1,2016
1709,C.J. Siples,AF,32,22.1,2.9,2.2,0.9,0.2,0.2,2016
1710,Khwan Fore,RICH,32,20.3,3.1,1.4,1.2,0.1,0.1,2016
1711,Yemi Makanjuola,SIUE,28,17.5,5.5,0.6,0.3,0.4,0.4,2016
1712,Dakarai Allen,SDSU,38,22.1,2.7,1.2,1.0,0.5,0.5,2016
1713,Angel Rivera,STET,34,23.6,2.1,4.4,1.2,0.1,0.1,2016
1714,Chimezie Metu,USC,34,18.5,3.6,0.5,0.6,1.6,1.6,2016
1715,Jayln Pennie,NMSU,34,27.0,4.2,1.2,0.4,0.5,0.5,2016
1716,Sean Sellers,BSU,33,18.3,3.0,1.1,0.4,0.2,0.2,2016
1717,Hayden Schenck,UVU,26,21.5,4.0,1.8,1.0,0.4,0.4,2016
1718,Evan Bailey,C of C,31,21.8,1.7,0.7,0.6,0.1,0.1,2016
1719,Jared Savage,APSU,36,19.7,3.0,0.8,0.7,0.0,0.0,2016
1720,Remy Abell,XAV,34,24.4,1.6,1.5,0.5,0.1,0.1,2016
1721,Jacob Perry,AAMU,27,16.0,1.1,1.6,0.3,0.0,0.0,2016
1722,Olaf Schaftenaar,OSU,32,23.7,2.9,1.6,0.4,0.2,0.2,2016
1723,Orlando Coleman,TSU,33,24.8,4.0,0.8,0.5,0.4,0.4,2016
1724,Stephen Hurt,KSU,33,19.2,4.4,0.7,0.5,0.4,0.4,2016
1725,Chancellor Barnard,L-MD,28,22.0,3.5,0.7,0.4,0.7,0.7,2016
1726,Logan Primerano,UML,28,16.3,2.1,1.1,0.6,0.2,0.2,2016
1727,James Washington,AU,31,25.3,1.7,1.1,0.7,0.1,0.1,2016
1728,Darius Lewis,DUQ,34,20.4,5.8,0.6,0.2,1.3,1.3,2016
1729,Aaron Bodager,UNF,34,21.4,2.8,1.2,0.5,0.1,0.1,2016
1730,Marcus Lee,UK,36,21.8,6.0,0.3,0.3,1.6,1.6,2016
1731,Scottie Lindsey,NU,31,18.9,2.3,1.4,0.5,0.2,0.2,2016
1732,Mikal Bridges,VILL,40,20.3,3.2,0.9,1.1,0.7,0.7,2016
1733,Mark Cornelius,UML,29,18.8,3.9,1.6,1.0,0.0,0.0,2016
1734,Obediah Church,MSU,32,26.9,6.1,1.5,0.7,1.6,1.6,2016
1735,Reggie Agbeko,SLU,32,24.3,6.2,0.3,0.5,0.4,0.4,2016
1736,Matej Buovac,SHU,27,24.3,3.1,0.6,0.3,0.2,0.2,2016
1737,Malik Clements,NDSU,30,16.3,2.2,0.4,0.5,0.0,0.0,2016
1738,Jake Zuilhof,UCA,28,25.4,6.7,0.6,0.4,1.3,1.3,2016
1739,Daniel Fowler,FU,32,25.2,3.8,1.7,1.1,0.2,0.2,2016
1740,Sam Logwood,UNM,32,26.1,4.1,1.8,0.8,0.4,0.4,2016
1741,Rakiya Battle,AAMU,29,26.1,2.4,5.3,0.9,0.1,0.1,2016
1742,Jorden Kaufman,YSU,29,16.9,5.1,0.8,0.3,0.6,0.6,2016
1743,Josh Nzeakor,LU,30,18.0,5.4,0.6,0.5,0.4,0.4,2016
1744,Dayon Goodman,UVU,30,17.2,3.8,0.5,0.4,0.5,0.5,2016
1745,Sai Tummala,UH,34,17.2,2.9,0.8,0.3,0.2,0.2,2016
1746,Latrell Love,MVSU,35,15.8,2.0,0.3,0.3,0.3,0.3,2016
1747,TySean Powell,DUQ,26,16.8,4.9,1.3,0.5,0.7,0.7,2016
1748,Najeal Young,UIC,27,23.0,6.3,0.9,0.8,0.1,0.1,2016
1749,Jeremy Verhagen,UNC,31,20.3,3.8,0.3,0.3,0.7,0.7,2016
1750,Griffin Kinney,ASU,31,18.7,4.7,0.8,0.5,0.1,0.1,2016
1751,Davell Roby,SLU,31,20.4,2.4,1.6,0.6,0.1,0.1,2016
1752,Aaron Rountree,IC,33,26.5,5.2,2.6,1.4,1.8,1.8,2016
1753,De'Andre Davis,GCU,33,16.5,2.0,1.9,0.7,0.2,0.2,2016
1754,Charles Jackson,UAPB,33,17.8,1.8,1.0,0.7,0.2,0.2,2016
1755,Torry Butler,SHSU,34,20.0,5.9,1.4,0.8,0.3,0.3,2016
1756,Zaynah Robinson,NSU,34,26.3,2.2,2.9,1.2,0.1,0.1,2016
1757,Khyri Thomas,CU,34,18.6,3.7,1.4,1.0,0.1,0.1,2016
1758,Kennedy Eubanks,UTA,34,16.2,3.1,0.7,0.3,0.4,0.4,2016
1759,"Kerry Blackshear, Jr.",VT,35,19.2,4.5,0.6,0.5,0.4,0.4,2016
1760,Brandon Holcomb,RU,31,21.0,5.0,0.9,0.7,1.1,1.1,2016
1761,Tom Vodanovich,JMU,31,24.7,4.4,0.9,0.2,0.2,0.2,2016
1762,Jeff Wu,CSUS,31,17.1,1.3,1.0,0.5,0.1,0.1,2016
1763,Austin Luke,BEL,32,27.8,2.7,6.2,0.6,0.1,0.1,2016
1764,D.J. Hogg,TAMU,37,18.2,2.9,0.9,0.5,0.1,0.1,2016
1765,Jordan Cornish,UNLV,33,21.6,2.5,1.5,0.5,0.0,0.0,2016
1766,Matisse Thybulle,UW,34,24.1,3.2,1.6,1.1,0.9,0.9,2016
1767,Jabril Durham,U of A,32,27.8,3.5,6.2,1.7,0.1,0.1,2016
1768,Randy Holmes,BCU,32,22.3,3.9,0.9,0.7,0.2,0.2,2016
1769,Tramaine Isabell,MU,28,16.3,1.7,1.2,0.8,0.0,0.0,2016
1770,Rayjon Tucker,FGC,35,18.5,3.0,0.8,0.6,0.2,0.2,2016
1771,Evan Cummins,HAR,30,23.7,4.7,2.2,0.5,1.5,1.5,2016
1772,Dom Hoffman,BU,30,18.7,4.6,1.6,0.7,0.3,0.3,2016
1773,Preston Mattingly,LU,30,23.8,4.7,1.2,0.9,0.2,0.2,2016
1774,Josh Reaves,PSU,27,23.0,3.6,1.9,1.3,0.9,0.9,2016
1775,Jason Massey,BU,27,19.8,3.6,1.1,0.5,0.1,0.1,2016
1776,Boris Bojanovski,FSU,34,18.0,4.4,0.4,0.6,1.7,1.7,2016
1777,Shaquille Thomas,UC,28,20.5,3.8,1.4,0.7,0.5,0.5,2016
1778,Conner Frankamp,WSU,28,17.1,1.5,1.0,0.3,0.2,0.2,2016
1779,Taylor Sutlive,POLY,29,21.5,1.8,1.5,0.8,0.2,0.2,2016
1780,Jeff Thomas,GSU,30,16.4,2.0,0.4,0.4,0.2,0.2,2016
1781,Jonathan Wilkins,NMSU,31,22.6,3.5,1.2,0.2,0.5,0.5,2016
1782,Ryan Andino,UMES,31,21.8,1.2,1.0,0.4,0.0,0.0,2016
1783,Steve McElvene,DAY,32,18.3,5.6,0.5,0.2,1.7,1.7,2016
1784,Chris Jones,PITT,33,19.0,2.1,1.5,0.4,0.3,0.3,2016
1785,Jalen Little,ACU,26,28.3,3.0,4.5,1.3,0.1,0.1,2016
1786,Jordan Robertson,CU,27,16.4,2.0,0.4,0.2,0.1,0.1,2016
1787,Jamar Akoh,CSUF,29,26.3,6.3,1.5,0.4,0.3,0.3,2016
1788,Marcanvis Hymon,UM,32,17.7,5.2,0.5,0.7,0.9,0.9,2016
1789,Zach Price,WIN,32,18.8,4.8,0.2,0.3,0.6,0.6,2016
1790,Jack Lopez,UM,33,23.5,2.6,1.2,0.5,0.3,0.3,2016
1791,Isaac Banks,ETSU,36,23.2,6.0,0.5,0.2,0.6,0.6,2016
1792,Tavarius Shine,OSU,25,22.6,3.3,0.6,0.8,0.4,0.4,2016
1793,Ryan Funk,MAR,25,17.9,2.2,0.4,0.3,0.0,0.0,2016
1794,LeRon Barnes,U of H,29,24.8,5.2,1.0,0.7,0.5,0.5,2016
1795,Kai Healy,SCU,31,20.7,3.2,1.0,0.5,0.3,0.3,2016
1796,Randy Reed,UNO,31,16.5,3.1,0.5,0.5,0.3,0.3,2016
1797,Malcolm Duvivier,OSU,32,25.3,2.4,2.2,0.4,0.2,0.2,2016
1798,Jimmy Whitt,U of A,32,17.2,1.7,1.1,0.6,0.2,0.2,2016
1799,Kevin Johnson,UC,33,21.2,1.8,1.7,0.9,0.1,0.1,2016
1800,Ian Theisen,SDSU,34,17.3,3.4,0.5,0.2,0.6,0.6,2016
1801,Jubril Adekoya,VAL,37,18.5,4.1,0.9,0.8,0.3,0.3,2016
1802,Demetrius Troy,UNCG,27,19.4,2.1,2.3,1.1,0.1,0.1,2016
1803,Marcus Sheffield,SU,28,16.7,2.2,1.0,0.5,0.1,0.1,2016
1804,John Marshall,SUU,29,20.8,2.0,2.3,0.8,0.1,0.1,2016
1805,Kyle Ingram,ISU,31,20.5,4.6,1.1,0.3,1.1,1.1,2016
1806,Thomas Neff,UD,31,28.2,2.7,1.5,0.8,0.2,0.2,2016
1807,Deon Edwin,KSU,32,16.8,3.1,0.7,0.9,0.0,0.0,2016
1808,Alexander Gorski,UW,32,18.8,1.9,1.1,0.2,0.0,0.0,2016
1809,Cody Martin,NCST,33,25.8,4.4,2.3,1.2,0.4,0.4,2016
1810,Dominique Uhl,UI,33,17.2,3.6,0.8,0.5,0.4,0.4,2016
1811,Lamarr Kimble,SJU,36,18.1,1.5,2.5,0.4,0.1,0.1,2016
1812,Tristian Curtis,CCU,32,24.8,6.9,0.4,0.5,0.4,0.4,2016
