Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
396,Eric Griffin,CAM,29,28.1,6.9,1.0,1.7,2.1,2.1,2011
397,Jheryl Wilson,NJIT,29,32.0,4.8,2.3,1.0,0.1,0.1,2011
398,Trevon Harmon,CSU,36,33.2,4.0,1.3,1.5,0.0,0.0,2011
399,Lawrence Johnson-Danner,TSU,32,33.3,2.5,1.1,1.2,0.1,0.1,2011
400,Justin Patton,GSU,33,28.2,7.1,1.4,1.3,0.3,0.3,2011
401,Augustine Rubit,USA,28,30.4,11.0,0.9,0.6,1.1,1.1,2011
402,Desi Washington,DESU,30,33.5,1.7,1.0,1.1,0.0,0.0,2011
403,Earnest Ross,AU,31,31.8,6.6,2.1,1.4,0.3,0.3,2011
404,Jeff Brooks,PSU,33,32.9,6.3,1.7,0.8,1.4,1.4,2011
405,Malcolm Lee,UCLA,33,33.1,3.1,2.0,0.6,0.2,0.2,2011
406,Rick Jackson,SU,35,35.6,10.5,2.2,1.3,2.5,2.5,2011
407,Chris Wright,DAY,36,28.8,8.3,1.8,0.8,1.4,1.4,2011
408,Antoine Young,CU,39,35.7,2.6,5.0,0.9,0.1,0.1,2011
409,Spencer Dixon,KENN,31,34.9,3.4,3.4,1.2,0.1,0.1,2011
410,Kevin Jones,WVU,33,34.9,7.5,1.1,0.5,0.5,0.5,2011
411,Byron Mulkey,UB,34,35.1,3.9,4.5,2.5,0.0,0.0,2011
412,Tristan Thompson,UT,36,30.7,7.8,1.2,0.9,2.4,2.4,2011
413,Vytas Sulskis,YSU,30,27.3,5.2,2.0,1.0,0.4,0.4,2011
414,Kevin Thompson,MSU,31,28.8,9.1,1.1,0.8,1.2,1.2,2011
415,Tony Bishop Jr,TSU,32,25.3,8.1,0.9,1.2,1.1,1.1,2011
416,Jason Jones,MTSU,32,29.6,4.8,1.5,1.3,0.2,0.2,2011
417,Flenard Whitfield,WMY,33,28.0,6.4,0.7,0.7,0.5,0.5,2011
418,Chris Singleton,FSU,28,29.1,6.8,1.2,2.0,1.5,1.5,2011
419,Derrio Green,CHAR,30,35.4,3.5,3.8,1.4,0.1,0.1,2011
420,Julian Boyd,LIU,33,26.0,8.9,1.5,1.0,0.7,0.7,2011
421,Festus Ezeli,VU,34,23.5,6.2,0.2,0.6,2.6,2.6,2011
422,Jamal Olasewere,LIU,33,22.7,6.8,1.9,1.4,0.6,0.6,2011
423,Gabe Rogers,NAU,32,29.5,2.4,2.3,0.6,0.0,0.0,2011
424,Christian Webster,HAR,29,31.4,3.3,1.6,1.0,0.1,0.1,2011
425,Javon Borum,UCR,31,33.7,2.6,2.8,1.1,0.1,0.1,2011
426,Darrius Morrow,ECU,34,30.5,6.4,0.8,0.7,0.8,0.8,2011
427,Chace Stanback,UNLV,33,29.3,5.9,1.5,1.1,0.6,0.6,2011
428,Travis McKie,WF,32,31.1,7.7,1.0,0.9,1.0,1.0,2011
429,Ricky Taylor,UTC,32,27.1,3.7,1.2,0.4,0.0,0.0,2011
430,Tone Boyle,UWM,33,34.2,3.3,1.1,0.9,0.1,0.1,2011
431,Brian Stafford,UD,30,33.6,2.4,2.2,0.9,0.3,0.3,2011
432,Andrew Keister,HC,26,27.8,9.2,1.0,0.1,0.7,0.7,2011
433,Chris Wright,GU,29,33.0,2.9,5.3,1.4,0.1,0.1,2011
434,Cameron Johnson,TSU,29,24.1,5.4,0.7,0.8,0.6,0.6,2011
435,Luke Sikma,UP,32,31.1,10.5,2.6,1.3,0.8,0.8,2011
436,Mike Philips,HU,30,33.1,7.2,1.0,0.6,0.6,0.6,2011
437,Tyler Bernardini,PENN,28,30.4,3.9,1.3,1.4,0.2,0.2,2011
438,J.P. Kuhlman,DAV,33,32.5,3.5,3.1,1.1,0.0,0.0,2011
439,Jake Anderson,ISU,32,33.3,7.2,2.5,1.0,0.1,0.1,2011
440,Bryan Dougher,SB,32,32.6,2.8,2.1,1.1,0.2,0.2,2011
441,Glen Rice,GT,31,28.5,5.6,2.5,1.5,0.4,0.4,2011
442,Vernon Teel,LMU,30,30.4,5.7,3.8,1.7,0.5,0.5,2011
443,Bruce Ellington,USC,30,30.9,3.3,3.2,1.0,0.0,0.0,2011
444,Tirrell Baines,MU,34,28.6,6.6,0.9,0.4,0.3,0.3,2011
445,Tim Williams,USA,27,30.3,4.6,1.3,1.0,0.4,0.4,2011
446,Langston Galloway,SJU,33,34.3,5.5,2.9,1.7,0.5,0.5,2011
447,Tyler Honeycutt,UCLA,33,35.0,7.2,2.8,0.9,2.0,2.0,2011
448,Marc Trasolini,SCU,37,26.4,6.1,0.8,0.5,0.9,0.9,2011
449,Josten Crow,SHSU,31,30.9,5.3,3.4,1.8,0.3,0.3,2011
450,Robbie Dreher,WIN,27,31.3,3.9,1.7,1.2,0.2,0.2,2011
451,Faisel Aden,WSU,33,25.4,3.2,1.3,1.4,0.2,0.2,2011
452,Jeff Ledbetter,U of I,32,29.0,2.9,2.0,1.4,0.1,0.1,2011
453,Dan Mavraides,PRIN,32,33.0,4.6,2.8,1.1,0.1,0.1,2011
454,Carlton Fay,SIU,32,28.8,4.0,0.7,0.4,0.3,0.3,2011
455,Mike Singletary,TTU,31,29.3,5.8,2.4,0.8,0.4,0.4,2011
456,Jon Diebler,OSU,37,35.7,2.6,2.4,1.0,0.1,0.1,2011
457,Brandon Young,DEP,31,30.4,2.4,3.7,1.1,0.1,0.1,2011
458,Ruben Guillandeaux,LU,31,30.2,2.9,2.5,0.6,0.0,0.0,2011
459,Chris Harriel,PSU,30,31.2,5.1,1.9,1.4,0.4,0.4,2011
460,Chris Flores,NJIT,30,29.9,3.9,2.5,1.5,0.2,0.2,2011
461,Yaw Gyawu,CU,30,29.1,4.5,0.9,0.5,0.0,0.0,2011
462,Wesley Jenkins,SPC,27,32.7,4.8,1.6,1.2,0.5,0.5,2011
463,Matt Gatens,UI,29,33.5,2.4,1.8,1.3,0.1,0.1,2011
464,Damian Saunders,DUQ,31,34.0,7.9,2.5,2.3,2.7,2.7,2011
465,Austin Morgan,YALE,28,30.9,2.0,3.2,0.9,0.1,0.1,2011
466,Adam Brown,U of H,27,33.0,4.1,3.0,1.0,0.2,0.2,2011
467,Draymond Green,MSU,34,30.1,8.6,4.1,1.8,1.1,1.1,2011
468,Morgan Sabia,UHA,29,33.7,6.6,1.4,0.8,0.7,0.7,2011
469,Rodriquez Sherman,KSU,36,30.5,3.8,2.8,1.6,0.1,0.1,2011
470,Ridge Graham,STET,31,30.7,6.0,1.2,1.2,0.3,0.3,2011
471,Jamar Diggs,WC,33,32.2,3.1,3.1,1.8,0.8,0.8,2011
472,Will Hudson,OU,35,31.3,7.2,0.8,0.7,0.9,0.9,2011
473,Tucker Halpern,BU,28,28.7,4.5,2.4,1.1,0.4,0.4,2011
474,Eric Frederick,FIU,28,25.3,6.5,0.6,0.7,0.3,0.3,2011
475,Andrew Fitzgerald,OU,32,30.8,5.0,0.7,1.1,0.7,0.7,2011
476,Aymard-Caha Walsh,UCA,29,22.9,2.8,1.7,1.1,0.0,0.0,2011
477,A'uston Calhoun,BGSU,33,25.3,5.6,0.5,0.8,0.8,0.8,2011
478,Robert Sacre,GU,35,25.8,6.3,1.1,0.8,1.9,1.9,2011
479,Verdell Jones,IU,28,28.2,3.2,3.2,1.0,0.2,0.2,2011
480,Rashad Green,USF,30,28.9,5.8,3.0,1.1,0.2,0.2,2011
481,Chase Hallam,UD,30,34.4,4.5,2.3,1.6,0.3,0.3,2011
482,Eddie Miller,UCD,30,28.0,4.4,1.4,1.1,0.1,0.1,2011
483,Julian Simmons,USMA,30,25.1,3.1,0.6,0.7,0.1,0.1,2011
484,Jackson Emery,BYU,37,32.5,3.5,2.6,2.7,0.2,0.2,2011
485,Scoop Jardine,SU,35,32.1,2.2,5.9,1.6,0.1,0.1,2011
486,Aaron Urbanus,UTRGV,31,30.5,2.1,2.5,0.9,0.0,0.0,2011
487,Jamar Briscoe,CHAR,29,33.4,3.9,3.0,1.5,0.0,0.0,2011
488,Mike Davis,U of I,34,33.0,7.1,1.7,0.9,0.8,0.8,2011
489,Lindsey Hughey,WSU,32,31.1,5.2,2.6,1.4,0.1,0.1,2011
490,Preston Blackman,SST,30,33.2,2.0,4.1,1.3,0.1,0.1,2011
491,Casey Cantey,AAMU,28,27.8,4.8,1.2,1.2,0.8,0.8,2011
492,Mike James,LU,24,18.4,2.4,1.8,1.1,0.1,0.1,2011
493,Anthony James,UNI,34,27.9,3.4,0.7,0.9,0.0,0.0,2011
494,Dario Hunt,UNR,32,29.7,9.7,0.7,0.6,1.7,1.7,2011
495,Carlton Guyton,KSU,32,30.8,3.8,2.3,1.0,0.4,0.4,2011
496,Elton Frazier,CAN,30,28.0,6.3,1.0,0.8,1.1,1.1,2011
497,Kashief Edwards,NU,28,35.2,6.6,0.8,1.0,1.1,1.1,2011
498,Quincy Acy,BU,31,31.0,7.7,0.9,0.9,1.5,1.5,2011
499,Brandon Provost,UTRGV,31,30.9,3.2,1.9,0.8,0.3,0.3,2011
500,Jerai Grant,CLEM,34,27.1,6.7,0.8,1.0,2.3,2.3,2011
501,R.L. Horton,USM,32,31.2,2.9,2.1,1.0,0.0,0.0,2011
502,Donavan Monroe,C of C,37,33.1,2.7,2.6,0.9,0.1,0.1,2011
503,Nick Winbush,MU,33,34.2,6.9,1.0,0.7,1.1,1.1,2011
504,Elias Harris,GU,34,26.0,6.0,1.3,0.6,0.4,0.4,2011
505,Ty Abbott,ASU,29,32.6,3.5,2.7,1.1,0.6,0.6,2011
506,LaMarcus Reed III,UTA,29,29.2,5.0,1.6,1.2,0.4,0.4,2011
507,Frankie Dobbs,BU,30,36.6,3.2,5.3,1.1,0.1,0.1,2011
508,Keith Shamburger,SJSU,33,31.4,3.8,2.4,0.9,0.2,0.2,2011
509,Shemik Thompson,CCSU,31,33.1,5.1,5.3,1.9,0.2,0.2,2011
510,Doron Lamb,UK,38,28.4,2.0,1.6,0.6,0.2,0.2,2011
511,Kelvin Martin,CSU,30,29.5,9.0,1.3,1.9,0.9,0.9,2011
512,Mike Black,ALB,28,33.0,1.9,2.9,0.8,0.0,0.0,2011
513,Will Barton,UM,35,30.6,4.9,2.8,1.5,0.5,0.5,2011
514,Robert Arnold,BSU,35,26.8,4.4,0.9,1.2,0.7,0.7,2011
515,Deontay Twyman,QU,32,30.8,3.9,3.6,0.7,0.2,0.2,2011
516,Ralston Turner,LSU,27,29.9,2.6,1.6,0.6,0.1,0.1,2011
517,Paul Carter,UIC,31,29.7,7.3,1.7,0.6,0.6,0.6,2011
518,Darnell Porter,SCSU,29,26.8,3.9,1.3,1.0,0.2,0.2,2011
519,Justin Brownlee,STJ,33,30.2,5.2,1.9,1.1,0.8,0.8,2011
520,Kent Bazemore,ODU,34,30.7,5.1,2.9,2.2,0.9,0.9,2011
521,Joel Smith,NU,31,30.5,3.2,2.4,0.7,0.1,0.1,2011
522,Ayron Hardy,JAC,32,33.9,6.2,2.8,2.0,1.0,1.0,2011
523,Jim Mower,LC,32,30.2,2.6,1.4,0.6,0.2,0.2,2011
524,D'Angelo Jackson,MVSU,32,27.2,2.5,2.3,0.9,0.1,0.1,2011
525,Akeem Ellis,CSU,30,33.7,5.8,2.1,0.8,0.3,0.3,2011
526,Terence Grier,FDU,22,28.4,2.6,2.0,1.0,0.1,0.1,2011
527,Gabe Knutson,LU,31,29.5,5.7,0.5,0.6,0.8,0.8,2011
528,Orane Chin,CSUF,31,30.9,5.6,2.1,0.8,0.6,0.6,2011
529,Scott Bamforth,WSU,31,28.4,2.1,2.8,0.5,0.1,0.1,2011
530,Patrick Rembert,UCI,32,33.1,3.3,3.3,0.9,0.1,0.1,2011
531,Sultan Toles-Bey,CSUS,28,36.0,3.4,4.8,1.5,0.1,0.1,2011
532,Jeremiah Bowman,LONG,30,30.5,3.7,4.3,1.1,0.1,0.1,2011
533,Samme Givens,DREX,31,29.7,10.1,1.1,0.6,0.8,0.8,2011
534,Jake Cohen,DAV,33,23.2,6.2,0.8,0.5,1.5,1.5,2011
535,Ian Clark,BEL,35,24.6,2.3,1.8,1.2,0.2,0.2,2011
536,Kodi Augustus,MSU,31,31.5,7.1,1.6,0.5,1.0,1.0,2011
537,Gerald Robinson,UGA,33,32.4,2.7,4.0,1.3,0.1,0.1,2011
538,Velton Jones,RMU,32,29.4,2.9,4.0,1.6,0.0,0.0,2011
539,Jeff Robinson,SHU,31,31.7,6.4,0.7,0.8,0.5,0.5,2011
540,Corey Raji,BC,32,27.8,6.7,1.6,0.5,0.2,0.2,2011
541,Drew Crawford,NU,34,31.6,4.6,2.0,0.9,0.6,0.6,2011
542,Mike Ringgold,RU,34,30.9,5.4,2.5,0.9,0.6,0.6,2011
543,Steven Roundtree,ORU,35,28.4,6.4,1.8,1.0,0.4,0.4,2011
544,Cornelius Chatt,SIUE,28,27.3,2.4,2.3,1.0,0.0,0.0,2011
545,David Lighty,OSU,37,32.1,4.0,3.3,1.5,0.5,0.5,2011
546,Corey Walden,STET,24,32.5,3.3,3.2,2.3,0.2,0.2,2011
547,Will Weathers,TU,27,37.0,4.7,6.6,1.9,0.1,0.1,2011
548,Kamil Svrdlik,FDU,29,33.7,7.1,1.0,0.6,1.4,1.4,2011
549,Maxx Nakwaasah,CCL,30,30.5,6.0,1.2,0.7,0.2,0.2,2011
550,Eric Ferguson,GSU,31,28.8,5.6,1.5,1.5,0.8,0.8,2011
551,Amath M'Baye,UW,31,30.3,5.7,0.7,0.7,0.9,0.9,2011
552,Malcolm Griffin,U of T,31,27.1,2.6,3.9,1.3,0.1,0.1,2011
553,Tony Meier,UWM,33,28.1,4.3,1.8,0.4,0.6,0.6,2011
554,Parker Smith,UNF,34,24.3,2.2,0.7,0.6,0.1,0.1,2011
555,Ben Averkamp,L-IL,31,30.3,5.3,1.5,0.7,1.6,1.6,2011
556,Jason Clark,GU,32,30.6,4.1,1.8,1.5,0.2,0.2,2011
557,Braxton Dupree,TU,29,30.9,7.9,0.4,0.5,1.3,1.3,2011
558,Allen Smith,UAPB,31,36.1,1.9,3.0,0.9,0.1,0.1,2011
559,Marland Smith,SEMO,32,29.8,4.0,1.7,0.9,0.1,0.1,2011
560,Kevin Olekaibe,CSUF,30,25.1,1.9,1.3,1.2,0.2,0.2,2011
561,Jerron Granberry,UNF,34,29.4,3.2,1.4,0.7,0.2,0.2,2011
562,DeAngelo Costa,WSU,33,28.6,6.8,1.0,1.1,1.8,1.8,2011
563,Benzor Simmons,UTM,33,23.1,4.8,0.4,0.6,0.2,0.2,2011
564,Reggie Johnson,UM,36,26.0,9.7,0.9,0.6,1.2,1.2,2011
565,Ryan White,TSU,32,29.5,3.5,4.9,1.7,0.1,0.1,2011
566,Doug Davis,PRIN,32,33.8,1.8,1.7,1.2,0.0,0.0,2011
567,Ben Aird,UVU,30,26.8,7.8,1.3,0.8,1.3,1.3,2011
568,Anthony Miles,LU,30,27.7,3.8,3.9,1.0,0.2,0.2,2011
569,Brandon Fortenberry,SELU,28,29.8,3.3,4.2,0.9,0.3,0.3,2011
570,Yancy Gates,UC,34,27.8,6.9,1.2,0.8,1.3,1.3,2011
571,Anthony Allison,SEMO,32,30.7,2.2,1.4,0.4,0.2,0.2,2011
572,Brandon Evans,UNCG,31,23.5,4.1,1.4,1.2,0.1,0.1,2011
573,Antonio Wertz,UNO,20,27.4,6.5,1.1,0.7,0.7,0.7,2011
574,Chris Johnson,DAY,36,29.7,6.0,1.6,0.9,0.4,0.4,2011
575,Terrance Hill,L-IL,31,29.9,4.2,1.9,0.7,0.2,0.2,2011
576,Savalace Townsend,UAPB,30,31.1,3.7,1.8,1.6,0.4,0.4,2011
577,Andrew Ferry,COR,28,29.0,2.1,1.3,0.9,0.1,0.1,2011
578,David Loubeau,TAMU,33,26.4,5.0,0.4,0.3,0.4,0.4,2011
579,Tom Fow,AF,32,24.1,3.5,0.9,0.6,0.2,0.2,2011
580,Greg Plater,LBSU,34,34.3,2.6,1.8,1.0,0.1,0.1,2011
581,Marvin Jordan,NU,32,34.2,3.0,2.3,1.2,0.1,0.1,2011
582,Aaron Johnson,UAB,31,36.3,2.8,7.7,1.5,0.0,0.0,2011
583,Alex Jones,SEA,31,21.2,4.0,0.5,0.7,0.4,0.4,2011
584,Brockeith Pane,USU,34,28.3,3.1,3.4,0.9,0.1,0.1,2011
585,Chehales Tapscott,PSU,24,28.9,8.1,1.9,1.0,0.8,0.8,2011
586,Miles Jackson-Cartwright,PENN,28,33.8,2.0,2.9,1.2,0.2,0.2,2011
587,Travis Franklin,CSU,32,23.8,4.5,1.8,1.3,0.1,0.1,2011
588,Trevis Simpson,UNCG,27,23.0,3.6,0.8,0.5,0.2,0.2,2011
589,Greg Logins,CAN,30,23.4,6.0,0.5,0.5,0.3,0.3,2011
590,Javon McCrea,UB,34,21.6,6.6,1.7,1.3,1.7,1.7,2011
591,Jae Crowder,MU,37,27.6,6.8,1.6,1.3,0.9,0.9,2011
592,Eli Holman,UDM,32,28.6,9.5,0.8,0.9,1.6,1.6,2011
593,Sean McGonagill,BU,28,33.3,4.4,5.2,0.9,0.1,0.1,2011
594,Greg Smith,CSUF,31,30.4,8.1,1.7,1.1,1.1,1.1,2011
595,Jonathan Lee,NU,31,29.7,3.3,2.8,0.9,0.1,0.1,2011
596,Justin Stommes,EKU,27,28.8,3.0,2.6,0.9,0.4,0.4,2011
597,Evan Roquemore,SCU,38,31.4,3.6,3.7,0.9,0.3,0.3,2011
598,Brad Wanamaker,PITT,34,30.4,5.2,5.1,1.4,0.4,0.4,2011
599,Spencer Johnson,UMKC,30,33.1,9.4,0.8,0.9,0.4,0.4,2011
600,Nikola Cvetinovic,AKR,36,27.7,6.9,2.1,1.1,0.1,0.1,2011
601,Kenny Frease,XAV,32,28.5,7.1,1.2,0.3,0.8,0.8,2011
602,Isaiah Canaan,MSU,32,28.1,1.9,2.4,1.1,0.1,0.1,2011
603,E.J. Singler,UO,39,30.5,5.6,1.7,1.1,0.7,0.7,2011
604,Cornelius Hester,AAMU,28,28.9,3.7,1.7,1.2,0.1,0.1,2011
605,Anthony Raffa,CCU,34,23.8,3.5,2.4,0.9,0.0,0.0,2011
606,Bryson Johnson,BU,34,29.1,2.0,1.1,0.5,0.0,0.0,2011
607,John Henson,UNC,37,26.7,10.1,0.8,0.6,3.1,3.1,2011
608,Nick Chasten,NCCU,30,31.2,7.1,0.6,1.2,0.6,0.6,2011
609,Deividas Busma,ISU,29,30.3,6.9,0.7,0.7,1.9,1.9,2011
610,Jermaine Mallett,MSU,35,32.9,6.0,2.9,0.8,0.1,0.1,2011
611,Christian Polk,UTEP,35,32.9,2.6,3.0,0.9,0.2,0.2,2011
612,Levi Knutson,CU,38,26.8,2.9,1.0,0.6,0.1,0.1,2011
613,Reuben Clayton,UTM,33,29.9,3.5,1.8,1.8,0.4,0.4,2011
614,Lawrence Gilbert,ULM,30,32.4,5.4,1.6,0.7,0.3,0.3,2011
615,Lance Jeter,UNL,32,30.2,4.4,4.5,1.8,0.1,0.1,2011
616,Erick Green,VT,32,30.9,2.3,2.7,1.8,0.3,0.3,2011
617,Steven Idlet,TU,31,26.3,6.4,1.0,0.9,0.9,0.9,2011
618,Durrell Summers,MSU,34,29.3,4.2,0.6,0.6,0.2,0.2,2011
619,Jeron Belin,SPC,34,26.6,5.2,0.8,0.9,0.6,0.6,2011
620,Raymond Taylor,FAU,31,31.8,3.5,3.9,1.5,0.0,0.0,2011
621,Jeremy Montgomery,CSU,36,31.1,2.6,1.8,0.9,0.1,0.1,2011
622,Corey Wickware,SIUE,29,30.2,2.4,2.8,1.1,0.1,0.1,2011
623,Josh Owens,SU,31,27.6,6.5,1.2,0.8,0.9,0.9,2011
624,Lavoy Allen,TEM,33,33.9,8.6,2.3,0.7,1.8,1.8,2011
625,Donald Qualls,GSU,33,29.0,2.2,1.8,1.1,0.0,0.0,2011
626,Kendall Williams,UNM,35,30.5,3.0,4.0,1.4,0.2,0.2,2011
627,Dion Dixon,UC,35,26.8,2.9,1.9,1.0,0.0,0.0,2011
628,Vernon Macklin,UF,37,24.5,5.4,0.8,0.4,0.7,0.7,2011
629,Reggie Chamberlain,UMKC,30,32.0,2.5,2.6,1.1,0.1,0.1,2011
630,RaShawn Polk,TU,29,29.4,3.2,1.1,1.0,0.3,0.3,2011
631,Mike Groselle,CIT,31,24.4,6.7,0.6,0.7,0.4,0.4,2011
632,Troy Brewer,AU,31,34.0,4.0,1.3,0.8,0.4,0.4,2011
633,Hernst Laroche,NMSU,33,34.5,3.2,4.6,1.9,0.1,0.1,2011
634,Tommie Sykes,ULM,30,30.2,6.3,1.2,1.5,0.3,0.3,2011
635,Patrick Miller,TSU,30,34.4,3.2,3.0,1.4,0.0,0.0,2011
636,Melvin Jones,PSU,30,32.1,2.1,2.4,0.4,0.0,0.0,2011
637,Brad Reese,TTU,32,28.8,4.6,1.6,1.4,1.0,1.0,2011
638,Laurence Bowers,MU,34,24.8,6.1,1.4,1.1,1.8,1.8,2011
639,Garrius Holloman,BCU,34,27.5,6.6,1.4,0.9,0.7,0.7,2011
640,Jordan Glynn,SFA,29,31.5,8.0,1.3,1.2,0.2,0.2,2011
641,J.J. Avila,USNA,31,27.5,5.3,2.4,1.7,0.6,0.6,2011
642,B.J. Monteiro,DUQ,32,27.1,4.3,2.2,0.9,1.2,1.2,2011
643,Christophe Varidel,FGC,30,30.2,2.4,1.6,0.9,0.1,0.1,2011
644,Trey Sumler,WCU,33,31.3,4.1,3.0,1.1,0.0,0.0,2011
645,Jordan Clarkson,TU,27,24.9,2.1,1.9,0.7,0.1,0.1,2011
646,Harrison Mackenzie Smith,TSU,25,27.5,3.4,0.8,1.3,0.2,0.2,2011
647,Gary Johnson,UT,36,30.3,6.8,1.3,0.4,0.3,0.3,2011
648,Brandon Rozzell,VCU,32,25.2,2.4,1.4,1.3,0.0,0.0,2011
649,Ogo Adegboye,STBN,31,39.0,3.1,4.0,0.8,0.2,0.2,2011
650,Tony Gallo,CSU,30,28.3,2.3,2.6,1.3,0.0,0.0,2011
651,Jerrell Thompson,SHU,29,31.4,4.1,3.7,1.6,0.1,0.1,2011
652,Malcolm Thomas,SDSU,37,30.4,8.3,2.3,0.5,2.1,2.1,2011
653,Sam Muldrow,USC,30,28.9,7.3,0.4,0.6,3.4,3.4,2011
654,Kristopher Richard,TU,30,35.5,6.0,2.3,1.7,0.6,0.6,2011
655,Anton Dickerson,HU,30,27.4,2.8,1.2,1.0,0.1,0.1,2011
656,Terrell Stoglin,UMD,33,21.5,1.3,3.3,0.8,0.1,0.1,2011
657,Julius Ingram,SUBR,29,28.7,5.4,0.9,0.7,0.5,0.5,2011
658,Joey Accaoui,UVM,29,27.2,1.9,1.6,0.5,0.0,0.0,2011
659,Ivo Baltic,OU,35,25.7,6.1,1.1,0.7,0.2,0.2,2011
660,Devon Moore,JMU,33,34.3,3.1,4.2,0.8,0.3,0.3,2011
661,Sam Prescott,MAR,31,28.4,3.2,1.0,0.6,0.5,0.5,2011
662,John Brown,LIB,32,31.9,10.8,1.3,1.8,0.3,0.3,2011
663,Tommy Freeman,OU,34,29.6,2.1,1.1,1.0,0.1,0.1,2011
664,Jordan Dykstra,SDSU,31,20.7,5.1,1.3,0.7,0.6,0.6,2011
665,J.J. Thomas,LA,25,24.4,6.5,0.8,0.3,0.5,0.5,2011
666,Jesse Sanders,LIB,32,32.6,6.0,5.7,1.2,0.2,0.2,2011
667,Chandler Parsons,UF,36,34.1,7.8,3.8,0.9,0.4,0.4,2011
668,Terence Smith,UTM,33,31.6,3.9,3.1,0.8,0.1,0.1,2011
669,Damian Eargle,YSU,30,25.0,6.0,0.8,0.6,3.0,3.0,2011
670,J.T. Durley,WSU,37,25.1,4.9,1.4,0.5,0.5,0.5,2011
671,Will Creekmore,MSU,35,24.8,6.5,1.1,0.5,0.8,0.8,2011
672,Bakari Lewis,UMKC,28,26.8,2.1,2.9,1.2,0.3,0.3,2011
673,Jordan Miller,FU,30,27.1,2.5,1.7,0.7,0.5,0.5,2011
674,Gilbert Brown,PITT,34,28.0,4.4,2.7,0.4,0.3,0.3,2011
675,Darryl Bryant,WVU,32,26.6,2.4,3.0,0.9,0.0,0.0,2011
676,Moussa Camara,BU,31,30.0,2.5,0.9,0.4,0.1,0.1,2011
677,Brendan Bald,UVM,31,28.2,2.1,1.3,0.6,0.1,0.1,2011
678,Bryquis Perine,UWGB,32,30.4,2.3,2.8,1.1,0.0,0.0,2011
679,Jauwan Scaife,BSU,32,29.4,2.4,1.1,1.0,0.1,0.1,2011
680,Nick Minnerath,UDM,33,27.6,4.8,0.9,0.6,0.4,0.4,2011
681,Oscar Bellfield,UNLV,33,33.7,2.4,3.7,1.1,0.1,0.1,2011
682,Bo Ingram,UTA,29,25.7,5.1,0.7,0.8,0.1,0.1,2011
683,Carleton Scott,ND,30,31.2,7.4,2.1,0.8,1.9,1.9,2011
684,Juan Fernandez,TEM,30,31.8,2.9,3.9,0.8,0.1,0.1,2011
685,Keith Rendleman,UNCW,31,32.0,7.8,0.8,0.9,0.9,0.9,2011
686,Michael Alvarado,MAN,26,33.0,2.5,3.2,1.4,0.0,0.0,2011
687,Marcus Relphorde,CU,38,28.1,4.3,2.2,1.0,0.1,0.1,2011
688,Garlon Green,TCU,33,29.4,4.6,1.0,0.6,0.4,0.4,2011
689,Mike Liabo,UTM,33,23.6,3.2,1.6,0.6,0.2,0.2,2011
690,George Odufuwa,UNT,32,31.8,10.4,1.6,0.7,0.6,0.6,2011
691,Scott Thomas,BGSU,32,33.6,6.7,3.4,2.0,0.2,0.2,2011
692,Kyle Bullinger,WSU,32,29.0,6.3,2.0,0.8,0.1,0.1,2011
693,Andre Stringer,LSU,32,30.7,2.4,2.7,1.1,0.1,0.1,2011
694,Brandon Triche,SU,35,28.9,2.7,2.9,0.8,0.1,0.1,2011
695,Brandon Davies,BYU,29,24.9,6.2,1.5,0.7,0.9,0.9,2011
696,D.J. Gay,SDSU,37,35.2,2.2,3.1,1.1,0.1,0.1,2011
697,Jordan Swarbrick,UVU,30,30.3,5.2,3.2,0.9,0.4,0.4,2011
698,Chris Braswell,CHAR,30,27.5,7.0,1.0,0.7,0.7,0.7,2011
699,Michael Davenport,STBN,31,31.7,4.9,2.2,1.1,0.4,0.4,2011
700,J.T. Terrell,WF,32,24.0,2.1,1.6,0.7,0.0,0.0,2011
701,Jeremy Lamb,UConn,41,27.8,4.5,1.6,0.9,0.6,0.6,2011
702,Rodney McGruder,KSU,34,30.6,5.9,1.5,0.7,0.2,0.2,2011
703,Shane Walker,L-MD,28,29.5,7.1,1.0,0.6,1.7,1.7,2011
704,Jamie Vanderbeken,ISU,29,28.7,5.5,1.1,0.6,1.7,1.7,2011
705,Will Felder,SFU,30,26.7,6.7,1.3,0.6,1.3,1.3,2011
706,Stephen Hall,JSU,30,28.5,5.0,1.1,0.6,0.8,0.8,2011
707,Dadrian Collins,HU,30,35.1,4.8,1.6,0.5,0.1,0.1,2011
708,Allen Huddleston,PAC,31,27.1,2.2,1.3,1.1,0.0,0.0,2011
709,Martavius Adams,ASU,32,24.8,7.2,0.4,0.3,0.3,0.3,2011
710,Andre Young,CLEM,34,32.3,2.6,3.0,1.4,0.1,0.1,2011
711,Jean-Paul Olukemi,OSU,34,23.8,4.1,0.9,0.8,0.2,0.2,2011
712,Marvin Roberts,FIU,28,28.3,4.1,2.0,0.7,0.3,0.3,2011
713,Holton Hunsaker,UVU,30,32.5,2.1,3.2,1.0,0.0,0.0,2011
714,Branden Frazier,FORD,27,34.4,2.6,3.3,0.6,0.1,0.1,2011
715,Reggie Middleton,WIN,29,26.8,3.6,3.6,1.7,0.2,0.2,2011
