Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
716,Laurent Rivard,HAR,30,25.0,2.8,0.7,0.6,0.1,0.1,2011
717,Melsahn Basabe,UI,31,24.5,6.8,0.3,0.4,1.3,1.3,2011
718,Jordan Hulls,IU,32,31.2,2.2,2.9,0.9,0.2,0.2,2011
719,Josh Terry,APSU,33,30.4,4.3,1.8,1.8,0.1,0.1,2011
720,Marquis Jones,URI,34,34.8,3.2,3.8,1.6,0.2,0.2,2011
721,Trevor Releford,UA,37,31.3,3.3,3.3,1.6,0.1,0.1,2011
722,Stephen Thomas,IUPUI,33,33.4,3.3,2.6,1.2,0.1,0.1,2011
723,C.J. Leslie,NCST,30,24.6,7.2,0.8,0.6,1.3,1.3,2011
724,Russell Johnson,RMU,32,26.8,6.7,1.2,0.8,0.5,0.5,2011
725,Errick Peck,COR,27,23.0,3.6,1.3,0.6,0.7,0.7,2011
726,B.J. Jenkins,MSU,32,28.9,3.5,3.3,1.5,0.1,0.1,2011
727,Jordan Theodore,SHU,31,30.2,3.1,4.4,1.3,0.1,0.1,2011
728,Bryce Cartwright,UI,31,31.1,2.9,5.9,0.9,0.0,0.0,2011
729,Ryan Wedel,DU,31,30.1,2.4,2.0,0.5,0.0,0.0,2011
730,Gary Clark,WF,32,26.7,2.2,1.6,0.9,0.2,0.2,2011
731,Phillip McDonald,UNM,32,27.8,4.3,1.1,0.5,0.3,0.3,2011
732,Steven Pledger,OU,32,30.0,2.1,1.7,0.9,0.3,0.3,2011
733,Markhuri Sanders-Frison,Cal,30,27.1,7.2,1.0,0.5,0.6,0.6,2011
734,Milton Burton,UHA,30,36.2,5.2,2.1,2.2,0.5,0.5,2011
735,Julius Coles,CAN,30,28.9,4.1,1.9,1.0,0.4,0.4,2011
736,David Ndoumba,SELU,29,28.8,7.7,0.9,0.5,1.8,1.8,2011
737,Jud Dillard,TTU,29,24.6,5.8,1.0,1.2,0.1,0.1,2011
738,Darius Miller,UK,38,31.0,4.6,1.7,0.8,1.1,1.1,2011
739,Porter Braswell,YALE,28,30.4,3.5,2.2,0.8,0.0,0.0,2011
740,John Dickson,CSUS,28,24.2,4.2,0.8,0.8,0.6,0.6,2011
741,Joshua Smith,UCLA,33,21.7,6.3,0.6,0.8,1.0,1.0,2011
742,David Hicks,LIU,33,26.2,3.4,1.0,0.9,0.2,0.2,2011
743,Kevin Galloway,TSU,32,37.3,7.0,6.3,1.8,0.9,0.9,2011
744,Scottie Haralson,TU,32,31.2,3.4,1.7,0.4,0.3,0.3,2011
745,Dwayne Lathan,ISU,31,25.2,4.6,1.5,0.7,0.6,0.6,2011
746,Blake Sanford,SUBR,30,28.4,2.4,1.2,0.6,0.2,0.2,2011
747,Michael Ojo,LU,29,28.3,4.2,0.9,0.9,0.1,0.1,2011
748,Brandon Britt,W&M,28,25.2,2.2,2.2,0.5,0.1,0.1,2011
749,Luke Hancock,GMU,33,28.6,4.2,4.3,1.0,0.5,0.5,2011
750,Mamadou Seck,SIU,32,29.3,8.1,1.5,1.0,0.3,0.3,2011
751,Mick Hedgepeth,BEL,35,22.0,5.9,0.6,0.6,0.6,0.6,2011
752,Marshawn Powell,U of A,28,22.4,4.5,1.0,0.8,0.5,0.5,2011
753,Shawn Atupem,MSMU,32,26.5,5.0,1.2,0.9,0.3,0.3,2011
754,Marc Hill,NC A&T,32,29.2,2.3,3.1,0.9,0.0,0.0,2011
755,Cervante Burrell,SEA,30,27.3,3.0,3.5,1.3,0.0,0.0,2011
756,Jeremy Sexton,CSU,32,32.7,1.6,2.7,1.1,0.1,0.1,2011
757,Erik Etherly,L-MD,30,29.0,7.6,1.0,1.4,1.2,1.2,2011
758,Jordan Burgason,LIP,30,25.1,2.2,1.8,0.6,0.2,0.2,2011
759,Kyle Kuric,U of L,33,28.0,3.9,1.2,0.9,0.2,0.2,2011
760,Kyle Johnson,LIU,33,26.3,5.5,0.9,0.7,0.2,0.2,2011
761,T.J. McConnell,DUQ,32,30.6,3.8,4.4,2.8,0.2,0.2,2011
762,Isacc Miles,MSU,32,29.2,2.2,3.8,1.0,0.1,0.1,2011
763,Kaimarr Price,WIU,28,29.6,6.7,1.6,0.6,0.8,0.8,2011
764,Terrance Hill,MSU,35,30.0,2.3,1.4,1.4,0.0,0.0,2011
765,Ramon Galloway,USC,30,24.5,2.6,1.7,1.1,0.1,0.1,2011
766,Kyle Casey,HAR,26,26.6,6.0,1.0,0.8,1.1,1.1,2011
767,Julius Wells,JMU,33,31.6,4.1,1.9,0.7,0.2,0.2,2011
768,Scootie Randall,TEM,27,30.3,4.7,1.4,1.0,0.2,0.2,2011
769,Joshua Jones,EKU,30,29.6,2.5,1.9,0.7,0.5,0.5,2011
770,Alexander Starling,BCU,33,31.4,6.7,0.8,1.4,1.0,1.0,2011
771,Tim Steed,CSUF,26,24.7,4.4,1.9,0.7,0.5,0.5,2011
772,Hank Thorns,TCU,32,33.8,3.5,7.0,1.2,0.1,0.1,2011
773,Perris Blackwell,USF,32,25.1,7.0,0.9,0.6,0.4,0.4,2011
774,Justin Reynolds,TAMU-CC,31,28.4,7.2,1.4,0.9,1.1,1.1,2011
775,Pat Mitchell,UND,34,26.6,5.8,1.1,0.7,1.6,1.6,2011
776,Charles Funches,HU,33,32.0,7.8,1.2,1.3,1.0,1.0,2011
777,Andre Jones,WIN,30,29.6,3.7,1.9,1.1,0.3,0.3,2011
778,Zach Urbanus,CIT,32,36.7,3.0,2.9,0.8,0.0,0.0,2011
779,Connor Frizzelle,RU,32,27.5,1.8,1.4,1.4,0.0,0.0,2011
780,David Minaya,LIB,32,26.5,3.2,1.2,0.6,0.1,0.1,2011
781,Andy Diaz,UNF,34,25.4,5.5,0.9,1.2,1.1,1.1,2011
782,Demetrece Young,PAC,31,36.0,2.2,3.7,0.8,0.0,0.0,2011
783,Anthony Ireland,LMU,32,31.0,3.7,3.0,1.0,0.2,0.2,2011
784,Donald Boone,ASU,32,31.2,3.1,1.8,1.8,0.0,0.0,2011
785,Jamel McLean,XAV,31,30.2,8.4,0.8,0.6,0.8,0.8,2011
786,Josh Daniel,EKU,31,29.7,2.6,1.6,1.1,0.1,0.1,2011
787,Josh Brown,TU,30,28.3,1.9,1.7,0.9,0.1,0.1,2011
788,Guna Ra,MU,34,24.8,6.0,1.1,0.2,1.4,1.4,2011
789,Brad Tinsley,VU,34,32.7,3.7,4.6,0.8,0.2,0.2,2011
790,Austin Hill,ISU,31,23.7,2.5,1.8,0.5,0.2,0.2,2011
791,Gregory Echenique,CU,30,22.8,5.9,0.8,0.4,1.8,1.8,2011
792,Marques Oliver,DESU,29,30.7,6.4,1.3,1.4,2.2,2.2,2011
793,Justin Tubbs,ETSU,33,29.6,4.6,0.4,1.1,0.1,0.1,2011
794,Kyle Barone,U of I,32,26.0,5.8,1.0,0.6,0.8,0.8,2011
795,Brian Green,USU,34,25.2,2.3,1.7,0.6,0.0,0.0,2011
796,Jorge Bryan Diaz,UNL,32,26.3,4.4,1.0,0.5,1.2,1.2,2011
797,Dyricus Simms-Edwards,BU,30,30.0,3.3,3.5,0.9,0.3,0.3,2011
798,Justin Holiday,UW,35,28.3,5.2,2.1,1.2,0.8,0.8,2011
799,Jeremy Williams,UTEP,35,29.7,5.5,0.9,0.8,0.7,0.7,2011
800,Travis Bader,OU,35,25.7,2.2,1.4,0.5,0.1,0.1,2011
801,Wil Peters,TSU,30,34.7,2.6,4.2,0.8,0.2,0.2,2011
802,Jake Troyli,PC,30,26.4,4.1,0.4,0.3,0.5,0.5,2011
803,Dodie Dunson,BU,31,33.3,3.9,2.5,1.1,0.1,0.1,2011
804,J'Covan Brown,UT,36,21.5,2.2,2.1,0.9,0.2,0.2,2011
805,Rihards Kuksiks,ASU,27,27.3,2.7,1.8,0.8,0.3,0.3,2011
806,Ryan Olander,FU,33,30.1,6.8,1.1,0.7,2.1,2.1,2011
807,Stephan Martin,MSU,33,21.4,1.8,1.5,0.8,0.1,0.1,2011
808,Joe Harris,UVA,31,29.4,4.4,1.3,0.9,0.4,0.4,2011
809,Jack Isenbarger,ELON,31,23.8,3.2,1.9,0.5,0.0,0.0,2011
810,Mike McCall,SLU,31,29.3,2.1,3.0,1.0,0.1,0.1,2011
811,Martiz Washington,LONG,31,27.0,2.1,1.8,1.0,0.0,0.0,2011
812,Cory Joseph,UT,36,32.4,3.6,3.0,1.0,0.3,0.3,2011
813,Derwin Kitchen,FSU,34,30.6,5.8,3.6,1.6,0.1,0.1,2011
814,D.J. Kennedy,STJ,32,28.8,5.6,2.0,1.8,0.5,0.5,2011
815,Ryan Willen,LC,32,24.6,3.7,1.3,0.4,0.2,0.2,2011
816,Darian Norris,USD,30,32.8,3.0,2.8,1.3,0.0,0.0,2011
817,Dee Brown,BGSU,33,26.5,2.2,1.8,0.8,0.0,0.0,2011
818,Nick Leon,SPC,33,32.8,2.2,3.2,1.0,0.0,0.0,2011
819,Noah States,FU,28,24.1,4.6,1.8,0.4,0.8,0.8,2011
820,Cliff Colimon,EWU,26,24.2,2.3,1.8,0.9,0.0,0.0,2011
821,Travis Bureau,LA,27,29.0,6.9,1.4,0.7,0.9,0.9,2011
822,David Tairu,TTU,31,25.9,2.9,1.0,0.7,0.2,0.2,2011
823,Joey Rodriguez,VCU,40,33.6,3.2,5.2,1.5,0.1,0.1,2011
824,Zamal Nixon,U of H,30,33.5,2.6,4.7,1.8,0.2,0.2,2011
825,Biko Paris,BC,33,31.3,2.2,3.5,0.8,0.1,0.1,2011
826,Jamar Abrams,ECU,33,25.6,4.1,0.9,0.6,0.2,0.2,2011
827,Jeremy Bynum,JSU,30,28.3,2.9,1.5,0.5,0.2,0.2,2011
828,Kendrick Harris,LU,27,23.7,2.1,3.0,1.0,0.0,0.0,2011
829,Jeffrey Merritt,SU,31,31.3,6.3,2.0,1.2,0.4,0.4,2011
830,Kenny Gabriel,AU,31,26.6,5.8,0.6,0.8,0.9,0.9,2011
831,Mike Dixon,MU,32,22.3,2.5,3.5,1.8,0.1,0.1,2011
832,Neal Kingman,UNC,32,25.3,4.2,1.5,0.5,0.4,0.4,2011
833,Isiah Brown,ETSU,36,29.8,7.2,0.9,1.2,2.0,2.0,2011
834,Joshua Montgomery,SST,30,31.7,5.5,0.8,1.1,0.2,0.2,2011
835,Gaby Belardo,CAN,30,30.6,2.3,3.9,1.4,0.0,0.0,2011
836,Gerard Coleman,PROV,31,29.6,3.1,1.4,0.9,0.2,0.2,2011
837,Ryan Broekhoff,VAL,35,28.0,5.2,1.8,1.0,1.1,1.1,2011
838,Nikola Malesevic,URI,34,27.3,4.3,0.9,0.9,0.6,0.6,2011
839,Billy White,SDSU,36,26.6,4.4,1.6,1.1,0.8,0.8,2011
840,Melvin Ejim,ISU,32,27.8,6.7,1.2,1.2,0.2,0.2,2011
841,C.J. Harris,WF,32,32.4,3.4,3.5,0.9,0.0,0.0,2011
842,Jon Montgomery,CSU,32,25.2,2.5,1.4,1.1,0.1,0.1,2011
843,Mitchell Young,SMC,34,21.2,5.1,0.5,0.4,0.6,0.6,2011
844,Daequon Montreal,BSU,35,26.1,5.2,0.9,0.5,0.4,0.4,2011
845,Ralph Sampson III,U of M,31,29.0,5.4,1.6,0.5,2.0,2.0,2011
846,P.J. Alawoya,MSU,32,30.9,10.3,1.1,1.1,0.8,0.8,2011
847,Laron Buggs,GWU,32,29.2,3.1,1.8,1.2,0.1,0.1,2011
848,Richie Gordon,WCU,33,25.0,5.7,1.4,1.5,1.3,1.3,2011
849,Dominique Johnson,UNT,33,26.6,2.0,3.2,0.8,0.0,0.0,2011
850,Alec Brown,UWGB,32,25.1,5.6,0.4,0.4,2.0,2.0,2011
851,Kendrick McDonald,ASU,28,26.0,2.8,1.8,0.8,0.0,0.0,2011
852,Kyle Riley,HU,23,36.6,2.6,3.8,1.7,0.0,0.0,2011
853,Brett McKnight,AKR,29,17.9,3.0,0.8,0.6,0.1,0.1,2011
854,Zach Plackemeier,IPFW,30,34.5,3.4,4.4,0.8,0.2,0.2,2011
855,Aric Brooks,MSU,30,32.1,4.4,2.1,0.9,0.3,0.3,2011
856,Mike Myers Keitt,MU,29,25.4,3.7,1.4,0.8,0.2,0.2,2011
857,Eric Carlson,NDSU,29,23.8,4.5,1.7,0.6,0.2,0.2,2011
858,Terrence Joyner,MVSU,29,25.1,2.5,2.1,1.3,0.0,0.0,2011
859,Oliver McNally,HAR,30,32.2,3.1,3.1,1.2,0.1,0.1,2011
860,Greg Brown,USNA,31,23.1,3.4,0.7,1.3,0.7,0.7,2011
861,Derek Selvig,UM,32,31.3,5.2,3.0,1.1,0.6,0.6,2011
862,Kyle Smyth,IC,33,27.3,2.3,1.2,1.1,0.1,0.1,2011
863,La'Ryan Gary,LA,28,20.5,3.0,1.0,0.9,0.6,0.6,2011
864,Junard Hartley,CAM,31,33.9,3.1,5.1,1.5,0.1,0.1,2011
865,Harouna Mutombo,WCU,32,26.8,5.6,1.8,1.1,0.6,0.6,2011
866,Avery Moore,FAMU,32,25.3,1.8,1.5,1.4,0.0,0.0,2011
867,Khalif Wyatt,TEM,34,20.7,2.2,1.7,1.3,0.2,0.2,2011
868,Alberto Estwick,FORD,28,31.6,3.9,2.0,0.5,0.2,0.2,2011
869,Eric Platt,NAU,31,23.3,2.6,1.3,0.9,0.3,0.3,2011
870,Yorel Hawkins,FU,33,27.6,5.4,1.3,1.4,0.3,0.3,2011
871,Adam Leonard,MSU,35,33.7,1.9,1.9,0.7,0.1,0.1,2011
872,Mike Porrini,KSU,37,32.1,4.7,4.3,1.7,0.4,0.4,2011
873,Ryan Kinsley,UNO,22,26.0,3.5,1.2,0.9,0.2,0.2,2011
874,Austin Dahn,CIT,32,31.8,4.2,1.8,0.5,0.1,0.1,2011
875,Mike Tisdale,U of I,34,26.3,6.5,1.3,0.4,1.6,1.6,2011
876,Kim English,MU,34,25.8,3.1,1.9,1.2,0.3,0.3,2011
877,Brett McClanahan,AKR,36,26.1,3.6,1.4,0.9,0.1,0.1,2011
878,Demetrius Conger,STBN,31,35.1,5.5,2.1,0.7,0.5,0.5,2011
879,Paco Cruz,UW,31,31.2,3.3,1.7,1.0,0.1,0.1,2011
880,David Jackson,PSU,33,31.7,4.5,0.6,0.5,0.3,0.3,2011
881,Tremayne Johnson,EWU,30,23.3,5.1,0.8,0.6,1.2,1.2,2011
882,Travis Cohn,JAC,31,19.5,2.9,1.1,0.5,0.1,0.1,2011
883,Derek Brooks,AF,32,22.7,3.9,1.5,0.7,0.3,0.3,2011
884,Lucas Nutt,SEMO,32,29.8,2.3,3.5,0.7,0.0,0.0,2011
885,Ryan Bacon,SPC,31,28.6,7.4,1.0,1.2,2.1,2.1,2011
886,Michael Moss,HBU,31,30.8,5.3,4.1,2.8,0.2,0.2,2011
887,Antonio Lofton,CSU,31,29.0,5.1,1.8,1.1,0.3,0.3,2011
888,Joe Hoban,CU,29,29.1,4.3,3.0,1.6,0.2,0.2,2011
889,Nikola Bundalo,SIUE,29,23.9,6.0,0.2,0.4,1.0,1.0,2011
890,Angelo Caloiaro,USF,34,33.4,7.3,1.9,0.8,0.3,0.3,2011
891,Mahamoud Jabbi,BU,31,33.3,7.8,1.1,1.1,1.6,1.6,2011
892,Tim Toler,NIU,28,27.0,5.5,1.4,0.4,0.4,0.4,2011
893,Peyton Siva,U of L,35,27.9,3.1,5.2,2.0,0.2,0.2,2011
894,Scott Saunders,BEL,35,17.3,5.2,0.3,0.3,1.1,1.1,2011
895,Maurice Jones,USC,34,34.5,2.6,3.2,2.0,0.0,0.0,2011
896,Randal Holt,KSU,37,28.4,2.5,1.9,0.9,0.1,0.1,2011
897,Paul Noonan,BSU,35,28.8,3.3,1.7,0.8,0.3,0.3,2011
898,Kevin Winford,EWU,30,26.4,1.1,1.0,0.6,0.1,0.1,2011
899,Jeremy Mixon,IPFW,29,21.1,2.3,1.8,0.6,0.3,0.3,2011
900,Orlando Williams,MU,33,31.9,2.8,1.9,1.0,0.3,0.3,2011
901,Randy Davis,BSU,32,29.8,3.5,5.0,1.5,0.1,0.1,2011
902,Trevor Morris,WSU,32,25.6,4.3,0.8,0.3,1.0,1.0,2011
903,Herb Pope,SHU,30,27.1,7.9,1.5,0.8,1.3,1.3,2011
904,Jeffrey Forbes,EWU,30,31.8,2.6,2.0,0.8,0.1,0.1,2011
905,Jackie Carmichael,ISU,30,23.2,5.4,0.6,0.5,1.2,1.2,2011
906,Joe Jackson,UM,35,21.9,2.1,3.1,1.0,0.1,0.1,2011
907,Alex Stepheson,USC,34,32.9,9.2,0.2,0.4,1.1,1.1,2011
908,Jake Koch,UNI,34,26.4,5.0,2.0,0.9,0.9,0.9,2011
909,Larry Wright,OU,34,25.4,3.4,3.0,0.7,0.3,0.3,2011
910,Kareem Nitoto,UCR,29,30.4,3.2,3.6,0.8,0.2,0.2,2011
911,Chris Martin,WC,29,29.0,2.7,3.6,1.0,0.1,0.1,2011
912,Antonio Pena,VILL,33,32.8,7.2,1.5,1.0,0.6,0.6,2011
913,Tyreek Duren,LU,33,33.8,2.8,4.4,1.9,0.3,0.3,2011
914,Wil Carter,SJSU,33,30.8,8.0,0.9,0.4,0.7,0.7,2011
915,Sean Johnson,DUQ,32,20.2,2.2,1.8,0.7,0.2,0.2,2011
916,Eugene Phelps,LBSU,34,29.0,6.8,1.5,0.6,0.8,0.8,2011
917,Ryan Sypkens,UCD,30,24.6,2.0,2.4,0.6,0.2,0.2,2011
918,Zac Swansey,TTU,33,32.7,3.0,6.4,2.0,0.0,0.0,2011
919,Anthony Marshall,UNLV,33,26.6,4.0,3.0,1.3,0.4,0.4,2011
920,Tyrel Reed,KU,38,28.7,3.1,1.7,1.5,0.2,0.2,2011
921,Scott Wood,NCST,31,31.4,2.6,1.4,0.9,0.5,0.5,2011
922,Rayshawn Goins,JMU,31,23.3,6.8,0.7,0.5,0.2,0.2,2011
923,Joston Thomas,UH,31,22.5,5.1,1.1,0.6,0.8,0.8,2011
924,Keaton Nankivil,UW,34,27.9,4.2,0.7,0.5,1.2,1.2,2011
925,Keegan Bell,UTC,32,34.7,3.5,5.6,0.8,0.0,0.0,2011
926,Sean Kilpatrick,UC,35,20.6,3.2,1.5,0.8,0.1,0.1,2011
927,Gerald Colds,DREX,31,32.3,2.7,2.4,0.8,0.3,0.3,2011
928,Terrance Henry,UM,34,28.3,6.0,1.2,0.7,1.1,1.1,2011
929,Donte Smith,USC,34,28.3,1.7,1.6,0.8,0.1,0.1,2011
930,Jay Threatt,DESU,30,35.7,3.9,6.0,3.1,0.2,0.2,2011
931,B.J. Holmes,TAMU,33,30.3,2.8,3.2,1.3,0.0,0.0,2011
932,Scott Martin,ND,33,30.6,4.8,1.8,0.5,0.3,0.3,2011
933,Phillip Thomas,PSU,30,20.9,3.2,0.1,0.3,0.3,0.3,2011
934,Lamont Jones,U of A,38,26.0,1.6,2.4,0.6,0.0,0.0,2011
935,Jackson Stevenett,SUU,23,24.1,3.6,1.2,0.2,0.7,0.7,2011
936,Brock Young,ECU,30,26.2,2.5,4.4,1.1,0.0,0.0,2011
937,Gilvydas Biruta,RU,32,22.1,5.6,0.6,0.9,0.6,0.6,2011
938,Bernard Toombs,TU,29,28.4,9.2,0.7,0.8,1.6,1.6,2011
939,Mark Rutledge,UCA,29,29.8,4.2,2.0,0.8,0.2,0.2,2011
940,Terence Jennings,U of L,34,23.4,5.2,0.7,0.7,1.9,1.9,2011
941,Terrance Mitchell,UM,26,22.3,2.4,1.3,0.6,0.1,0.1,2011
942,Pierre Miller,PC,31,36.5,3.3,3.5,0.5,0.0,0.0,2011
943,Tony Freeland,DEP,31,24.6,5.0,0.8,0.6,0.5,0.5,2011
944,Trevor Gruis,USD,33,26.2,6.8,1.2,0.5,0.8,0.8,2011
945,Troy King,UTM,33,25.0,3.2,0.8,0.7,0.1,0.1,2011
946,Djibril Thiam,UW,30,26.5,4.6,0.5,1.2,1.5,1.5,2011
947,Brandon Webb,PVAMU,32,20.1,5.2,0.6,0.6,1.4,1.4,2011
948,Rashad Allison,ASU,32,27.0,2.2,3.8,0.8,0.2,0.2,2011
949,John Fraley,APSU,34,30.2,7.4,0.8,0.7,1.6,1.6,2011
950,Johnny Moran,UNI,34,31.8,3.2,1.9,1.0,0.0,0.0,2011
951,Phil Gary,FIU,29,29.9,2.2,3.3,1.6,0.2,0.2,2011
952,Alex Oriakhi,UConn,41,29.1,8.7,0.4,0.4,1.6,1.6,2011
953,Delvon Johnson,U of A,31,28.3,7.2,0.8,0.6,2.9,2.9,2011
954,Cliff Tucker,UMD,33,23.8,3.5,2.2,0.9,0.3,0.3,2011
955,LaDaris Green,KENN,30,28.7,8.4,1.5,0.8,1.8,1.8,2011
956,Mike Wilder,UCI,31,29.5,5.7,1.6,0.7,0.3,0.3,2011
957,Carl Richard,ISU,33,30.2,6.5,1.4,0.8,0.4,0.4,2011
958,Devon Lamb,LU,30,25.2,8.3,1.6,1.6,0.7,0.7,2011
959,Rodney Glasgow,VMI,30,26.7,2.4,3.9,1.1,0.0,0.0,2011
960,Chris Kaba,UNC,32,27.6,4.8,1.5,0.8,0.6,0.6,2011
961,Tyrone Nash,ND,34,28.8,5.9,2.6,0.3,0.6,0.6,2011
962,Andre Cornelius,GMU,34,27.1,2.3,1.6,1.0,0.1,0.1,2011
963,Hugh Mingo,ULM,31,33.5,4.7,1.3,1.4,0.1,0.1,2011
964,Kidani Brutus,MAN,31,31.5,2.7,1.8,1.1,0.2,0.2,2011
965,Howard Little,VAL,35,28.7,4.9,1.9,1.2,0.1,0.1,2011
966,Dan Geriot,RICH,37,24.9,3.8,2.8,0.6,0.1,0.1,2011
967,Vander Joaquim,UH,32,26.2,8.2,0.8,0.3,1.2,1.2,2011
968,Aloysius Henry,UNCG,31,22.4,4.8,0.3,0.4,0.5,0.5,2011
969,Brendan McKillop,DAV,32,30.2,2.2,2.3,0.7,0.1,0.1,2011
970,Tadre Sheppard,UCA,22,28.4,5.3,0.7,1.0,0.8,0.8,2011
971,Shane Johannsen,NAU,32,24.4,6.5,0.4,0.7,2.3,2.3,2011
972,Brandon Riley,SCSU,32,21.2,2.5,0.9,0.7,0.2,0.2,2011
973,Charles Jay-R Strowbridge,UO,39,25.6,2.4,1.0,0.7,0.1,0.1,2011
974,Malik Cooke,USC,30,25.8,6.4,0.7,1.5,0.5,0.5,2011
975,Kyle Randall,UNCG,30,31.8,2.3,3.4,0.7,0.0,0.0,2011
976,Ryan Brimley,SUU,30,23.4,2.1,1.0,0.5,0.1,0.1,2011
977,Nathan Walkup,TAMU,33,24.3,5.5,1.3,0.8,0.1,0.1,2011
978,C.J. Garner,LIU,33,24.8,1.6,3.4,1.2,0.2,0.2,2011
979,Walt Gibler,L-IL,26,22.2,4.4,0.6,0.7,0.5,0.5,2011
980,Derek Thompson,EMU,29,23.7,2.5,1.1,0.6,0.1,0.1,2011
981,Alandise Harris,U of H,27,23.2,5.4,0.9,0.4,1.0,1.0,2011
982,Matt Massey,SUU,30,24.2,3.3,1.2,0.5,0.3,0.3,2011
983,Brandon Penn,RU,33,22.2,4.5,1.0,0.9,0.4,0.4,2011
984,C.J. Collins,MSU,33,32.0,2.7,3.5,1.2,0.0,0.0,2011
985,Reggie Willhite,YALE,28,29.8,4.4,2.4,1.4,0.8,0.8,2011
986,R.J. Griffin,DART,28,29.1,2.6,0.8,1.0,0.2,0.2,2011
987,Rory Spencer,GSU,29,23.4,5.1,0.8,0.8,1.2,1.2,2011
988,Chris Smith,U of L,35,26.0,4.6,2.5,0.9,0.1,0.1,2011
989,Jareal Smith,RU,28,22.9,2.1,2.0,0.8,0.0,0.0,2011
990,Eric Buckner,GSU,31,24.3,5.6,0.4,0.6,1.6,1.6,2011
991,Nasir Robinson,PITT,31,24.1,4.9,1.3,0.5,0.1,0.1,2011
992,Toure' Murry,WSU,37,26.1,4.5,3.4,1.2,0.3,0.3,2011
993,Ryan Harrow,NCST,29,23.0,1.9,3.3,0.8,0.1,0.1,2011
994,J.T. Sulton,MTSU,32,23.8,5.0,0.5,0.9,0.5,0.5,2011
995,Brandyn Curry,HAR,30,33.8,3.8,5.9,1.3,0.7,0.7,2011
996,Lorenzo Brown,NCST,31,28.8,3.7,3.7,1.3,0.4,0.4,2011
997,Chris Early,UTC,31,24.2,6.3,1.0,0.7,0.2,0.2,2011
998,Nafis Ricks,MSU,35,30.1,4.4,3.9,0.9,0.3,0.3,2011
999,David Kyles,WSU,37,22.1,2.8,1.4,0.8,0.3,0.3,2011
1000,Jake Odum,ISU,34,29.8,3.9,4.1,1.8,0.3,0.3,2011
1001,"Juwan Howard, Jr.",WMY,34,23.0,4.0,1.5,0.5,0.7,0.7,2011
1002,Calvin Haynes,OSU,29,23.4,3.1,2.1,1.2,0.1,0.1,2011
1003,Kenny McGowen,ISU,29,22.0,1.6,1.6,1.0,0.0,0.0,2011
1004,Christian Siakam,IUPUI,33,23.5,6.9,0.4,0.5,0.8,0.8,2011
1005,Jeremy Price,UGA,33,23.3,5.0,0.6,0.6,0.8,0.8,2011
1006,Dwayne Smith,GW,30,22.8,5.1,1.0,0.9,0.8,0.8,2011
1007,Jamal Webb,UND,34,30.9,5.4,4.0,1.6,0.2,0.2,2011
1008,Akeem Richmond,URI,34,28.3,2.4,0.7,0.7,0.0,0.0,2011
1009,Tyshawn Taylor,KU,36,27.2,1.9,4.6,1.0,0.3,0.3,2011
1010,Cameron Clark,OU,32,33.6,4.5,1.1,0.8,0.4,0.4,2011
1011,Julian Norfleet,MSMU,32,32.5,2.6,2.3,0.9,0.2,0.2,2011
1012,"Ray Jones, Jr.",SUU,30,31.7,3.1,4.0,1.3,0.3,0.3,2011
1013,Ed Waite,MU,30,23.6,5.9,1.2,1.1,0.4,0.4,2011
1014,"Kenny Lawson, Jr.",CU,39,19.4,5.5,0.6,0.1,0.5,0.5,2011
1015,Jordan Morgan,UM,35,24.0,5.5,0.5,0.6,0.5,0.5,2011
1016,Luis Jacobo,STET,31,28.6,4.0,0.9,0.8,0.5,0.5,2011
1017,Marcus Kitts,W&M,32,24.2,5.8,0.8,0.5,1.9,1.9,2011
1018,Stefon Johnson,GWU,32,25.6,5.9,0.8,1.1,0.3,0.3,2011
1019,Jermel Jenkins,IC,37,27.4,2.4,2.6,1.2,0.0,0.0,2011
1020,John Flowers,WVU,33,29.8,6.2,1.7,0.8,2.2,2.2,2011
1021,Chris Stephenson,UNCA,34,25.3,3.9,2.0,1.4,0.3,0.3,2011
1022,Justin Fry,UMBC,30,26.7,6.0,1.3,0.6,0.5,0.5,2011
1023,Adam Sollazzo,ETSU,36,28.2,3.2,4.0,1.3,0.3,0.3,2011
1024,Dishawn Bradshaw,UMES,31,25.0,2.2,1.4,0.6,0.0,0.0,2011
1025,Duro Bjegovic,CSUS,28,27.2,5.4,1.5,0.5,0.2,0.2,2011
1026,Ben Finney,ODU,34,31.9,6.3,3.0,1.3,0.6,0.6,2011
1027,Luiz Toledo,U of I,30,27.1,4.4,0.5,0.5,0.4,0.4,2011
1028,Dane Miller,RU,32,29.7,6.1,2.6,1.0,1.6,1.6,2011
1029,D.J. Newbill,USM,32,30.5,6.2,1.6,0.8,0.1,0.1,2011
1030,Terrell Kennedy,UAPB,28,25.6,4.2,1.5,0.9,0.4,0.4,2011
1031,Adrian Thomas,UM,36,27.6,3.7,0.8,0.4,0.1,0.1,2011
1032,Ovie Soko,UAB,30,27.8,5.8,0.7,0.5,0.9,0.9,2011
1033,Chris Evans,SHU,26,23.7,3.3,1.2,0.8,0.3,0.3,2011
1034,Daniel Broughton,UAPB,27,20.8,4.6,0.6,0.6,0.5,0.5,2011
1035,Reggie Moore,WSU,28,33.2,2.9,3.4,0.8,0.0,0.0,2011
